year,box,attempt,species,id,sex,partner,laydate,hatchdate,clutch,hatched,fledged
2006,mp23,1,b,a225418,1,t176546,21,44,10,10,9
2006,mp80,1,b,a225424,1,v261128,42,60,6,6,6
2006,ex72a,1,b,f952945,2,t643279,25,48,12,8,11
2006,cp121,1,b,h297944,2,,27,46,8,8,10
2006,ex43c,1,b,h300633,1,v259172,39,58,8,8,8
2006,o258,1,b,h300674,2,t642871,25,50,14,13,13
2006,ex3,1,b,h300675,1,v259951,44,64,9,7,4
2006,ex35a,1,b,h300677,2,v259591,24,49,13,13,10
2006,o249,1,b,h300678,2,p809250,28,52,12,,0
2006,b86,1,b,h300698,1,t176525,24,46,10,10,10
2006,sw52,1,b,h301160,2,,25,48,11,10,9
2006,b182,1,b,h301192,1,n199343,21,43,9,9,9
2006,ex41,1,b,k578405,1,p812160,27,51,13,13,13
2006,b177,1,b,n199077,1,p805018,23,46,9,8,8
2006,b187,1,b,n199082,2,t641438,30,50,9,9,9
2006,b204,1,b,n199084,1,t642869,32,51,7,6,6
2006,ex66,1,b,n199086,2,n200975,23,45,11,11,11
2006,w32,1,b,n199088,2,p804012,26,49,13,11,0
2006,b182,1,b,n199343,2,h301192,21,43,9,9,9
2006,b131,1,b,n199344,1,p811340,26,48,10,10,10
2006,mp67,1,b,n199353,2,t641281,23,45,11,11,11
2006,mp50,1,b,n199354,2,t176088,26,49,11,10,10
2006,mp42,1,b,n199369,2,,26,48,10,10,8
2006,mp82,1,b,n199374,2,t641392,26,48,11,11,10
2006,c136,1,b,n199401,1,t176898,24,48,13,11,8
2006,c151,1,b,n199417,2,t176150,20,43,10,8,8
2006,c27,1,b,n199423,2,,25,48,11,11,14
2006,c144,1,b,n199450,1,p806674,25,47,12,6,6
2006,c41,1,b,n199456,2,t641836,23,46,12,11,14
2006,c160b,1,b,n199458,1,t643530,27,49,10,10,10
2006,w56,1,b,n199509,1,t643613,24,46,11,11,8
2006,w50,1,b,n199514,1,t642988,21,44,12,12,9
2006,w57,1,b,n199517,2,t641430,24,46,11,10,12
2006,o256,1,b,n200885,1,t176690,26,51,12,12,0
2006,o261,1,b,n200912,1,n200979,25,47,10,10,10
2006,ex73a,1,b,n200947,1,t643539,27,49,12,11,10
2006,b185,1,b,n200967,1,t176794,21,45,12,12,12
2006,o260,1,b,n200969,2,p812276,25,49,13,13,13
2006,ex40,1,b,n200973,2,v259568,24,47,11,11,11
2006,ex66,1,b,n200975,1,n199086,23,45,11,11,11
2006,cp134,1,b,n200977,2,,24,47,10,9,0
2006,o261,1,b,n200979,2,n200912,25,47,10,10,10
2006,ex88,1,b,n200982,2,,27,51,11,9,0
2006,b94,1,b,p439290,2,t176490,25,47,11,11,7
2006,o32,1,b,p803320,1,t641084,24,49,14,13,8
2006,b93,1,b,p803390,1,t642240,24,47,11,10,10
2006,w6,1,b,p803718,1,t176818,26,51,14,14,9
2006,b129,1,b,p803881,2,p810981,29,47,7,7,7
2006,cp102,1,b,p803906,1,t641426,23,45,10,10,10
2006,b106,1,b,p803911,2,v259594,29,49,8,8,7
2006,cp135,1,b,p803990,2,v259596,25,48,11,10,13
2006,o44,1,b,p803991,2,,20,46,13,12,0
2006,w32,1,b,p804012,1,n199088,26,49,13,11,0
2006,b177,1,b,p805018,2,n199077,23,46,9,8,8
2006,cp142,1,b,p806390,1,t642994,25,46,9,9,9
2006,b30,1,b,p806453,2,,17,41,10,10,0
2006,c144,1,b,p806674,2,n199450,25,47,12,6,6
2006,w41,1,b,p806773,1,p809035,22,42,9,8,11
2006,b68,1,b,p806834,1,p809143,25,47,11,11,11
2006,mp4,1,b,p806972,1,a225358,22,44,10,10,10
2006,mp63,1,b,p806978,1,t176796,19,41,10,10,10
2006,c113,1,b,p806980,1,p808364,18,44,12,12,12
2006,b168,1,b,p807176,2,,31,51,8,7,6
2006,cp141,1,b,p807258,1,p808387,26,48,11,10,7
2006,b122,1,b,p807484,1,t550094,28,50,10,9,9
2006,b117,1,b,p807787,1,p811719,29,49,8,8,8
2006,p110,1,b,p807812,1,t642848,24,48,13,13,12
2006,mp72,1,b,p807969,1,v259931,26,50,14,14,13
2006,o203,1,b,p808120,1,t177218,24,50,14,13,13
2006,b138,1,b,p808197,1,p810991,24,47,12,10,10
2006,mp52,1,b,p808347,1,p810304,27,51,10,10,8
2006,c113,1,b,p808364,2,p806980,18,44,12,12,12
2006,cp141,1,b,p808387,2,p807258,26,48,11,10,7
2006,o1,1,b,p808837,2,t642860,22,46,13,,0
2006,cp129,1,b,p808905,2,,30,50,7,6,0
2006,w85,1,b,p809005,2,p811260,21,44,11,11,14
2006,w41,1,b,p809035,2,p806773,22,42,9,8,11
2006,b68,1,b,p809143,2,p806834,25,47,11,11,11
2006,o249,1,b,p809250,1,h300678,28,52,12,,0
2006,ex34a,1,b,p809550,1,t176111,24,50,13,13,12
2006,o209,1,b,p809806,2,v259578,26,49,11,10,7
2006,cp144,1,b,p809989,1,t176397,24,48,7,7,9
2006,cp13,1,b,p810139,1,t176573,21,43,10,10,10
2006,b23,1,b,p810207,2,,31,54,8,7,7
2006,sw37,1,b,p810232,1,t643502,24,48,10,9,6
2006,sw27,1,b,p810255,2,t642793,25,48,11,11,11
2006,mp52,1,b,p810304,2,p808347,27,51,10,10,8
2006,sw80a,1,b,p810305,2,p811281,21,44,12,12,8
2006,ex16,1,b,p810349,2,t642002,23,47,12,10,13
2006,o227,1,b,p810384,1,t641197,25,49,12,11,14
2006,o107,1,b,p810397,1,p811817,33,53,10,10,10
2006,b129,1,b,p810981,1,p803881,29,47,7,7,7
2006,b174,1,b,p810984,1,t176793,23,45,11,10,10
2006,b138,1,b,p810991,2,p808197,24,47,12,10,10
2006,c48,1,b,p811237,2,t177112,22,44,11,11,11
2006,c15,1,b,p811241,2,p812922,19,42,10,9,9
2006,o116,1,b,p811254,2,,23,44,9,9,9
2006,o5a,1,b,p811256,2,p811296,27,46,9,8,0
2006,w85,1,b,p811260,1,p809005,21,44,11,11,14
2006,ex36,1,b,p811264,1,t177259,38,58,8,6,6
2006,w53,1,b,p811266,2,,23,47,13,12,0
2006,sw80a,1,b,p811281,1,p810305,21,44,12,12,8
2006,p107,1,b,p811285,1,,30,52,13,13,13
2006,o5a,1,b,p811296,1,p811256,27,46,9,8,0
2006,b131,1,b,p811340,2,n199344,26,48,10,10,10
2006,w5,1,b,p811400,1,t176808,23,46,10,10,13
2006,w33,1,b,p811434,1,t641974,24,46,10,9,12
2006,cp154,1,b,p811435,1,t641025,22,44,10,4,4
2006,sw4,1,b,p811453,2,t641646,23,47,11,11,11
2006,cp138,1,b,p811488,2,,24,44,9,9,0
2006,c56,1,b,p811500,1,t176900,26,47,11,11,11
2006,sw76,1,b,p811592,2,,19,44,13,13,5
2006,cp152,1,b,p811655,1,t176714,25,47,11,11,2
2006,mp19,1,b,p811690,1,t176625,25,48,13,13,11
2006,b117,1,b,p811719,2,p807787,29,49,8,8,8
2006,c150,1,b,p811734,1,t176646,24,47,11,8,3
2006,o107,1,b,p811817,2,p810397,33,53,10,10,10
2006,o218,1,b,p811868,2,t642424,27,50,12,9,12
2006,w59,1,b,p811872,1,p812815,18,40,11,10,10
2006,o4,1,b,p812020,2,t176547,31,50,6,4,4
2006,b162,1,b,p812068,1,t642018,24,46,10,10,10
2006,c60,1,b,p812077,1,t643000,23,45,11,11,11
2006,ex41,1,b,p812160,2,k578405,27,51,13,13,13
2006,w23,1,b,p812203,2,,25,47,10,9,0
2006,o84,1,b,p812224,2,t176870,26,52,13,13,13
2006,o260,1,b,p812276,1,n200969,25,49,13,13,13
2006,b67,1,b,p812461,2,t641309,24,47,11,11,11
2006,w49,1,b,p812511,2,t176820,20,45,8,8,10
2006,o224,1,b,p812512,1,t643507,24,45,11,11,11
2006,cp117,1,b,p812532,2,t176734,27,48,9,9,12
2006,w102,1,b,p812649,2,,23,46,11,9,0
2006,w100,1,b,p812657,1,t643516,25,47,11,11,14
2006,w21,1,b,p812658,1,v259959,24,47,11,,0
2006,sw132,1,b,p812689,2,v259592,28,50,10,10,10
2006,ex12,1,b,p812742,1,t643527,25,49,13,12,15
2006,w59,1,b,p812815,2,p811872,18,40,11,10,10
2006,sw104a,1,b,p812907,2,,24,,10,,0
2006,ex92,1,b,p812916,1,v259943,36,57,10,9,9
2006,c15,1,b,p812922,1,p811241,19,42,10,9,9
2006,o222,1,b,p812929,2,v259600,28,51,10,9,6
2006,o210,1,b,t176043,2,t176559,26,49,11,11,0
2006,mp50,1,b,t176088,1,n199354,26,49,11,10,10
2006,ex34a,1,b,t176111,2,p809550,24,50,13,13,12
2006,c115,1,b,t176138,1,t643531,26,50,11,9,8
2006,c151,1,b,t176150,1,n199417,20,43,10,8,8
2006,ex17,1,b,t176155,2,v259597,31,50,9,8,10
2006,b69,1,b,t176159,2,t642306,25,48,12,11,11
2006,ex51,1,b,t176161,1,t643529,26,47,11,9,9
2006,ex19,1,b,t176256,1,t176596,22,47,13,10,7
2006,cp144,1,b,t176397,2,p809989,24,48,7,7,9
2006,b199,1,b,t176427,1,,26,47,8,8,3
2006,cp32,1,b,t176442,2,,29,50,10,10,9
2006,ex47,1,b,t176457,1,t643518,23,48,13,12,12
2006,b94,1,b,t176490,1,p439290,25,47,11,11,7
2006,mp1,1,b,t176492,1,t641102,27,49,11,11,11
2006,mp8,1,b,t176494,1,t176797,27,48,10,10,0
2006,w51a,1,b,t176509,1,t642989,22,47,12,12,9
2006,mp45,1,b,t176523,2,,21,45,13,13,13
2006,b86,1,b,t176525,2,h300698,24,46,10,10,10
2006,cp103,1,b,t176526,2,t641065,22,44,11,11,14
2006,mp34a,1,b,t176543,2,t550006,21,42,10,10,10
2006,mp23,1,b,t176546,2,a225418,21,44,10,10,9
2006,o4,1,b,t176547,1,p812020,31,50,6,4,4
2006,o24,1,b,t176548,1,t641696,21,43,11,10,10
2006,o210,1,b,t176559,1,t176043,26,49,11,11,0
2006,cp13,1,b,t176573,2,p810139,21,43,10,10,10
2006,cp100,1,b,t176576,1,t643536,29,50,12,11,8
2006,w65,1,b,t176581,1,t642991,23,46,11,10,7
2006,w67,1,b,t176582,2,v259565,24,47,10,10,13
2006,c25,1,b,t176587,2,v259196,24,46,12,12,9
2006,ex19,1,b,t176596,2,t176256,22,47,13,10,7
2006,o111,1,b,t176613,1,t642864,27,49,9,9,9
2006,o110,1,b,t176614,2,t176848,26,51,13,12,0
2006,o48,1,b,t176615,1,t641792,23,47,12,12,9
2006,cp125,1,b,t176616,1,t642993,25,45,9,9,9
2006,p112,1,b,t176618,2,t642846,25,47,11,10,9
2006,mp19,1,b,t176625,2,p811690,25,48,13,13,11
2006,p116,1,b,t176629,2,t642853,28,48,10,10,10
2006,cp11,1,b,t176634,1,t643078,21,47,13,12,15
2006,cp36,1,b,t176635,2,,22,45,12,12,0
2006,c102,1,b,t176645,2,v259562,23,47,12,8,8
2006,c150,1,b,t176646,2,p811734,24,47,11,8,3
2006,ex74,1,b,t176652,2,,31,52,8,7,0
2006,p111,1,b,t176664,2,t642847,26,49,11,10,0
2006,b79,1,b,t176666,2,,26,46,9,9,0
2006,b49,1,b,t176667,2,t642850,26,47,9,9,4
2006,cp140,1,b,t176672,1,t176673,33,53,5,5,5
2006,cp140,1,b,t176673,2,t176672,33,53,5,5,5
2006,cp136,1,b,t176674,2,,23,,14,,0
2006,sw23,1,b,t176677,1,t641186,25,46,9,8,0
2006,sw32,1,b,t176679,2,,28,,11,,0
2006,sw80,1,b,t176682,2,,29,49,8,8,6
2006,b54,1,b,t176685,2,,28,48,9,7,7
2006,o257,1,b,t176688,2,,31,54,11,8,7
2006,o256,1,b,t176690,2,n200885,26,51,12,12,0
2006,o66,1,b,t176693,2,t176871,22,47,11,11,11
2006,c155,1,b,t176703,2,,25,45,10,3,3
2006,cp152,1,b,t176714,2,p811655,25,47,11,11,2
2006,cp117,1,b,t176734,1,p812532,27,48,9,9,12
2006,ex28,1,b,t176769,1,t643528,24,46,13,13,13
2006,w16,1,b,t176775,2,v259501,25,46,9,9,6
2006,mp58,1,b,t176790,2,t640288,23,46,10,8,8
2006,mp30,1,b,t176791,1,t176792,27,46,8,7,0
2006,mp30,1,b,t176792,2,t176791,27,46,8,7,0
2006,b174,1,b,t176793,2,p810984,23,45,11,10,10
2006,b185,1,b,t176794,2,n200967,21,45,12,12,12
2006,p101,1,b,t176795,1,t642849,20,44,13,13,12
2006,mp63,1,b,t176796,2,p806978,19,41,10,10,10
2006,mp8,1,b,t176797,2,t176494,27,48,10,10,0
2006,b119,1,b,t176798,1,t641590,25,47,9,9,9
2006,b228,1,b,t176799,2,t640252,25,47,9,9,9
2006,w5,1,b,t176808,2,p811400,23,46,10,10,13
2006,w6,1,b,t176818,2,p803718,26,51,14,14,9
2006,w49,1,b,t176820,1,p812511,20,45,8,8,10
2006,o110,1,b,t176848,1,t176614,26,51,13,12,0
2006,o84,1,b,t176870,1,p812224,26,52,13,13,13
2006,o66,1,b,t176871,1,t176693,22,47,11,11,11
2006,o79,1,b,t176874,2,t642865,26,48,11,11,11
2006,o78a,1,b,t176875,1,t642866,27,48,8,8,8
2006,c136,1,b,t176898,2,n199401,24,48,13,11,8
2006,c56,1,b,t176900,2,p811500,26,47,11,11,11
2006,ex14b,1,b,t177089,1,t642985,22,44,9,9,9
2006,c48,1,b,t177112,1,p811237,22,44,11,11,11
2006,o76,1,b,t177181,2,v259911,31,51,9,8,8
2006,ex10,1,b,t177183,2,,27,56,15,14,13
2006,o203,1,b,t177218,2,p808120,24,50,14,13,13
2006,ex36,1,b,t177259,2,p811264,38,58,8,6,6
2006,w9,1,b,t177357,1,t641581,22,45,12,11,11
2006,o206,1,b,t177548,2,,25,49,12,12,0
2006,mp34a,1,b,t550006,1,t176543,21,42,10,10,10
2006,b22,1,b,t550026,1,t550120,24,46,9,8,8
2006,mp48,1,b,t550062,1,t550078,39,60,9,8,7
2006,mp48,1,b,t550078,2,t550062,39,60,9,8,7
2006,mp44,1,b,t550084,2,v259571,25,47,11,10,10
2006,b122,1,b,t550094,2,p807484,28,50,10,9,9
2006,b22,1,b,t550120,2,t550026,24,46,9,8,8
2006,o30a,1,b,t550142,2,,31,53,11,11,13
2006,o205,1,b,t550143,1,t642998,22,47,12,11,8
2006,o235,1,b,t550148,2,,25,51,13,13,0
2006,b228,1,b,t640252,1,t176799,25,47,9,9,9
2006,mp88,1,b,t640262,1,t643202,24,45,10,10,10
2006,b127,1,b,t640282,1,,22,45,10,,0
2006,mp58,1,b,t640288,1,t176790,23,46,10,8,8
2006,cp154,1,b,t641025,2,p811435,22,44,10,4,4
2006,sw120,1,b,t641034,1,t643509,21,46,14,12,15
2006,ex27,1,b,t641047,2,,23,45,11,10,0
2006,cp103,1,b,t641065,1,t176526,22,44,11,11,14
2006,o32,1,b,t641084,2,p803320,24,49,14,13,8
2006,mp1,1,b,t641102,2,t176492,27,49,11,11,11
2006,c61,1,b,t641138,1,t643522,26,49,10,10,7
2006,o242,1,b,t641166,2,t643348,25,47,10,9,5
2006,sw23,1,b,t641186,2,t176677,25,46,9,8,0
2006,o227,1,b,t641197,2,p810384,25,49,12,11,14
2006,c35,1,b,t641236,1,t643276,22,46,12,12,9
2006,mp84,1,b,t641237,2,,41,61,8,8,0
2006,b148,1,b,t641273,1,v259593,26,47,9,9,3
2006,mp67,1,b,t641281,1,n199353,23,45,11,11,11
2006,sw36,1,b,t641303,1,t641409,23,45,9,9,9
2006,b67,1,b,t641309,1,p812461,24,47,11,11,11
2006,w10,1,b,t641349,1,t641439,24,47,11,10,7
2006,cp113,1,b,t641356,2,,29,49,9,9,9
2006,cp17,1,b,t641358,1,t643402,23,46,10,8,6
2006,mp82,1,b,t641392,1,n199374,26,48,11,11,10
2006,c162,1,b,t641395,2,v259945,32,53,9,8,8
2006,c3b,1,b,t641406,2,v259598,29,49,9,9,0
2006,sw36,1,b,t641409,2,t641303,23,45,9,9,9
2006,cp102,1,b,t641426,2,p803906,23,45,10,10,10
2006,w57,1,b,t641430,1,n199517,24,46,11,10,12
2006,b187,1,b,t641438,1,n199082,30,50,9,9,9
2006,w10,1,b,t641439,2,t641349,24,47,11,10,7
2006,w37,1,b,t641440,1,t643204,36,55,8,8,10
2006,sw25,1,b,t641464,2,t642854,22,45,11,10,9
2006,c131,1,b,t641513,1,t641683,22,48,13,11,14
2006,o216,1,b,t641546,2,v259573,25,48,10,9,6
2006,w9,1,b,t641581,2,t177357,22,45,12,11,11
2006,cp139,1,b,t641584,1,t641905,26,47,11,11,8
2006,b119,1,b,t641590,2,t176798,25,47,9,9,9
2006,o22,1,b,t641641,2,v259577,26,48,12,11,9
2006,sw4,1,b,t641646,1,p811453,23,47,11,11,11
2006,mp22,1,b,t641661,2,,34,54,9,8,7
2006,o115,1,b,t641667,2,t643352,27,50,12,12,12
2006,c131,1,b,t641683,2,t641513,22,48,13,11,14
2006,o24,1,b,t641696,2,t176548,21,43,11,10,10
2006,c130,1,b,t641713,1,t643523,21,47,15,15,14
2006,o3,1,b,t641774,1,t642861,26,49,11,11,11
2006,o48,1,b,t641792,2,t176615,23,47,12,12,9
2006,cp122,1,b,t641796,1,t643514,26,47,10,10,7
2006,c41,1,b,t641836,1,n199456,23,46,12,11,14
2006,cp139,1,b,t641905,2,t641584,26,47,11,11,8
2006,w33,1,b,t641974,2,p811434,24,46,10,9,12
2006,ex72,1,b,t641977,1,t643519,29,48,8,8,6
2006,ex38a,2,b,t641988,2,t643241,24,57,12,6,6
2006,ex16,1,b,t642002,1,p810349,23,47,12,10,13
2006,p103,1,b,t642014,1,v259935,29,51,11,11,11
2006,b162,1,b,t642018,2,p812068,24,46,10,10,10
2006,w4a,1,b,t642089,2,,28,48,9,9,9
2006,b116,1,b,t642207,1,t642870,25,49,12,12,11
2006,sw59,1,b,t642210,2,t642863,25,48,11,8,8
2006,mp54,1,b,t642211,1,,30,51,11,11,9
2006,b93,1,b,t642240,2,p803390,24,47,11,10,10
2006,b69,1,b,t642306,1,t176159,25,48,12,11,11
2006,c14,1,b,t642377,2,,29,51,8,6,5
2006,o218,1,b,t642424,1,p811868,27,50,12,9,12
2006,sw61,1,b,t642432,2,,30,50,8,6,6
2006,sw27,1,b,t642793,1,p810255,25,48,11,11,11
2006,o238,1,b,t642821,2,,26,50,10,9,6
2006,p112,1,b,t642846,1,t176618,25,47,11,10,9
2006,p111,1,b,t642847,1,t176664,26,49,11,10,0
2006,p110,1,b,t642848,2,p807812,24,48,13,13,12
2006,p101,1,b,t642849,2,t176795,20,44,13,13,12
2006,b49,1,b,t642850,1,t176667,26,47,9,9,4
2006,b72,1,b,t642851,2,t642852,27,47,8,7,7
2006,b72,1,b,t642852,1,t642851,27,47,8,7,7
2006,p116,1,b,t642853,1,t176629,28,48,10,10,10
2006,sw25,1,b,t642854,1,t641464,22,45,11,10,9
2006,o114,1,b,t642855,2,t643004,26,49,10,10,0
2006,o255,1,b,t642856,1,,24,45,7,7,7
2006,o253,1,b,t642857,2,t643301,24,47,11,11,11
2006,o6,1,b,t642858,1,t642859,25,49,13,12,12
2006,o6,1,b,t642859,2,t642858,25,49,13,12,12
2006,o1,1,b,t642860,1,p808837,22,46,13,,0
2006,o3,1,b,t642861,2,t641774,26,49,11,11,11
2006,sw14,1,b,t642862,2,v259576,26,47,9,9,4
2006,sw59,1,b,t642863,1,t642210,25,48,11,8,8
2006,o111,1,b,t642864,2,t176613,27,49,9,9,9
2006,o79,1,b,t642865,1,t176874,26,48,11,11,11
2006,o78a,1,b,t642866,2,t176875,27,48,8,8,8
2006,w2,1,b,t642867,2,t643014,35,55,9,9,0
2006,mp38,1,b,t642868,1,,30,50,9,9,0
2006,b204,1,b,t642869,2,n199084,32,51,7,6,6
2006,b116,1,b,t642870,2,t642207,25,49,12,12,11
2006,o258,1,b,t642871,1,h300674,25,50,14,13,13
2006,w28,1,b,t642983,2,,21,42,9,9,6
2006,ex33,1,b,t642984,2,,20,46,11,10,0
2006,ex14b,1,b,t642985,2,t177089,22,44,9,9,9
2006,cp150,1,b,t642986,2,,23,44,9,9,10
2006,w64a,1,b,t642987,2,,20,45,13,13,10
2006,w50,1,b,t642988,2,n199514,21,44,12,12,9
2006,w51a,1,b,t642989,2,t176509,22,47,12,12,9
2006,w61,1,b,t642990,2,v259564,24,47,10,3,3
2006,w65,1,b,t642991,2,t176581,23,46,11,10,7
2006,w64b,1,b,t642992,2,,23,45,11,11,0
2006,cp125,1,b,t642993,2,t176616,25,45,9,9,9
2006,cp142,1,b,t642994,2,p806390,25,46,9,9,9
2006,cp145,1,b,t642995,2,v259165,25,45,9,9,12
2006,w40,1,b,t642996,1,t643513,25,45,9,8,6
2006,o239,1,b,t642997,2,v259599,27,51,7,6,6
2006,o205,1,b,t642998,2,t550143,22,47,12,11,8
2006,c124,1,b,t642999,2,,22,46,12,10,0
2006,c60,1,b,t643000,2,p812077,23,45,11,11,11
2006,o114,1,b,t643004,1,t642855,26,49,10,10,0
2006,w2,1,b,t643014,1,t642867,35,55,9,9,0
2006,sw117,1,b,t643052,1,t643510,27,47,9,9,9
2006,cp11,1,b,t643078,2,t176634,21,47,13,12,15
2006,ex44,1,b,t643195,2,,33,54,10,10,10
2006,mp88,1,b,t643202,2,t640262,24,45,10,10,10
2006,w37,1,b,t643204,2,t641440,36,55,8,8,10
2006,ex38a,2,b,t643241,1,t641988,24,57,12,6,6
2006,c35,1,b,t643276,2,t641236,22,46,12,12,9
2006,ex72a,1,b,t643279,1,f952945,25,48,12,8,11
2006,o253,1,b,t643301,1,t642857,24,47,11,11,11
2006,o242,1,b,t643348,1,t641166,25,47,10,9,5
2006,o115,1,b,t643352,1,t641667,27,50,12,12,12
2006,cp17,1,b,t643402,2,t641358,23,46,10,8,6
2006,ex62d,1,b,t643501,2,,20,46,12,11,0
2006,sw37,1,b,t643502,2,p810232,24,48,10,9,6
2006,ex8,1,b,t643503,2,,26,,9,,0
2006,cp116,1,b,t643504,2,,26,47,9,9,12
2006,cp118,1,b,t643505,2,v259563,26,47,10,9,11
2006,w73,1,b,t643506,2,v259567,26,47,9,9,6
2006,o224,1,b,t643507,2,p812512,24,45,11,11,11
2006,o212,1,b,t643508,2,t643720,24,47,12,11,14
2006,sw120,1,b,t643509,2,t641034,21,46,14,12,15
2006,sw117,1,b,t643510,2,t643052,27,47,9,9,9
2006,c34,1,b,t643511,2,,23,,12,,0
2006,c109,1,b,t643512,2,v259575,24,48,11,11,8
2006,w40,1,b,t643513,2,t642996,25,45,9,8,6
2006,cp122,1,b,t643514,2,t641796,26,47,10,10,7
2006,w96,1,b,t643515,2,,26,47,10,10,7
2006,w100,1,b,t643516,2,p812657,25,47,11,11,14
2006,ex15,1,b,t643517,2,v259572,25,48,11,11,8
2006,ex47,1,b,t643518,2,t176457,23,48,13,12,12
2006,ex72,1,b,t643519,2,t641977,29,48,8,8,6
2006,o28,1,b,t643520,2,,26,47,10,9,1
2006,o213,1,b,t643521,2,v259574,26,48,11,10,13
2006,c61,1,b,t643522,2,t641138,26,49,10,10,7
2006,c130,1,b,t643523,2,t641713,21,47,15,15,14
2006,c152,1,b,t643524,2,,23,48,13,13,0
2006,sw113,1,b,t643525,2,v259570,26,48,10,8,11
2006,cp151,1,b,t643526,2,,37,57,8,4,4
2006,ex12,1,b,t643527,2,p812742,25,49,13,12,15
2006,ex28,1,b,t643528,2,t176769,24,46,13,13,13
2006,ex51,1,b,t643529,2,t176161,26,47,11,9,9
2006,c160b,1,b,t643530,2,n199458,27,49,10,10,10
2006,c115,1,b,t643531,2,t176138,26,50,11,9,8
2006,sw112,1,b,t643532,2,,27,50,11,,0
2006,sw102,1,b,t643533,2,,28,47,9,9,0
2006,cp14,1,b,t643534,2,v259910,25,51,14,14,18
2006,o225,1,b,t643535,2,,28,49,10,10,6
2006,cp100,1,b,t643536,2,t176576,29,50,12,11,8
2006,w25,1,b,t643537,2,,29,50,10,9,8
2006,ex31a,1,b,t643538,2,v259944,30,51,10,9,12
2006,ex73a,1,b,t643539,2,n200947,27,49,12,11,10
2006,c140,1,b,t643540,2,v259946,28,52,12,10,10
2006,w101,1,b,t643541,2,,28,51,12,10,0
2006,cp132,1,b,t643552,2,,34,56,10,10,6
2006,cp155,1,b,t643553,2,v261058,36,55,8,7,5
2006,ex50,1,b,t643554,2,,31,53,12,11,7
2006,w56,1,b,t643613,2,n199509,24,46,11,11,8
2006,w64,1,b,t643614,2,v259566,25,47,11,11,8
2006,o212,1,b,t643720,1,t643508,24,47,12,11,14
2006,cp145,1,b,v259165,1,t642995,25,45,9,9,12
2006,ex43c,1,b,v259172,2,h300633,39,58,8,8,8
2006,c25,1,b,v259196,1,t176587,24,46,12,12,9
2006,w16,1,b,v259501,1,t176775,25,46,9,9,6
2006,c102,1,b,v259562,1,t176645,23,47,12,8,8
2006,cp118,1,b,v259563,1,t643505,26,47,10,9,11
2006,w61,1,b,v259564,1,t642990,24,47,10,3,3
2006,w67,1,b,v259565,1,t176582,24,47,10,10,13
2006,w64,1,b,v259566,1,t643614,25,47,11,11,8
2006,w73,1,b,v259567,1,t643506,26,47,9,9,6
2006,ex40,1,b,v259568,1,n200973,24,47,11,11,11
2006,o118,1,b,v259569,2,,30,51,10,10,10
2006,sw113,1,b,v259570,1,t643525,26,48,10,8,11
2006,mp44,1,b,v259571,1,t550084,25,47,11,10,10
2006,ex15,1,b,v259572,1,t643517,25,48,11,11,8
2006,o216,1,b,v259573,1,t641546,25,48,10,9,6
2006,o213,1,b,v259574,1,t643521,26,48,11,10,13
2006,c109,1,b,v259575,1,t643512,24,48,11,11,8
2006,sw14,1,b,v259576,1,t642862,26,47,9,9,4
2006,o22,1,b,v259577,1,t641641,26,48,12,11,9
2006,o209,1,b,v259578,1,p809806,26,49,11,10,7
2006,ex35a,1,b,v259591,1,h300677,24,49,13,13,10
2006,sw132,1,b,v259592,1,p812689,28,50,10,10,10
2006,b148,1,b,v259593,2,t641273,26,47,9,9,3
2006,b106,1,b,v259594,1,p803911,29,49,8,8,7
2006,b175,1,b,v259595,2,,33,53,10,9,2
2006,cp135,1,b,v259596,1,p803990,25,48,11,10,13
2006,ex17,1,b,v259597,1,t176155,31,50,9,8,10
2006,c3b,1,b,v259598,1,t641406,29,49,9,9,0
2006,o239,1,b,v259599,1,t642997,27,51,7,6,6
2006,o222,1,b,v259600,1,p812929,28,51,10,9,6
2006,cp14,1,b,v259910,1,t643534,25,51,14,14,18
2006,o76,1,b,v259911,1,t177181,31,51,9,8,8
2006,mp97,1,b,v259916,2,,26,50,13,13,0
2006,b189,1,b,v259928,2,,32,55,8,7,7
2006,b194,1,b,v259929,1,,32,55,10,9,9
2006,b226,1,b,v259930,2,a225360,30,53,10,9,9
2006,mp72,1,b,v259931,2,p807969,26,50,14,14,13
2006,mp40,1,b,v259932,2,,32,54,8,7,7
2006,sw83,1,b,v259933,2,,37,55,7,7,1
2006,p122,1,b,v259934,2,v259942,29,53,13,12,12
2006,p103,1,b,v259935,2,t642014,29,51,11,11,11
2006,p122,1,b,v259942,1,v259934,29,53,13,12,12
2006,ex92,1,b,v259943,2,p812916,36,57,10,9,9
2006,ex31a,1,b,v259944,1,t643538,30,51,10,9,12
2006,c162,1,b,v259945,1,t641395,32,53,9,8,8
2006,c140,1,b,v259946,1,t643540,28,52,12,10,10
2006,p8,1,b,v259949,2,v260066,26,51,15,14,14
2006,b40,1,b,v259950,2,,34,54,9,9,3
2006,ex3,1,b,v259951,2,h300675,44,64,9,7,4
2006,w21,1,b,v259959,2,p812658,24,47,11,,0
2006,ex18,1,b,v260021,2,,45,62,5,2,0
2006,p8,1,b,v260066,1,v259949,26,51,15,14,14
2006,sw2,1,b,v261055,2,v261115,42,63,9,9,0
2006,c18,1,b,v261056,2,v261057,35,53,7,7,7
