year,box,attempt,species,id,sex,partner,laydate,hatchdate,clutch,hatched,fledged
1948,x63,1,g,hm00299,2,,14,38,12,12,12
1948,x90,1,g,xa02323,2,,14,41,15,15,13
1948,b154,1,g,xa02326,2,,6,28,10,10,8
1948,x57,1,g,xa02328,2,,10,33,11,11,11
1948,x71,1,g,xa02330,2,,17,42,13,13,11
1948,x24,1,g,xa02336,2,,10,37,15,15,0
1948,x17,1,g,xa02339,2,,41,61,8,6,6
1948,x23,1,g,xa02339,2,,13,36,11,10,0
1948,x61,1,g,xa03625,2,,2,27,13,12,6
1948,b159,1,g,xa03627,2,,5,28,11,10,10
1948,b132,1,g,xa03628,2,,4,27,11,11,11
1948,b115,1,g,xa03629,2,,6,30,12,12,11
1948,b186,1,g,xa05871,2,,40,60,8,8,7
1948,b191,1,g,xa05871,2,,9,33,12,,0
1948,b145,1,g,xa05872,2,,12,34,10,5,5
1948,b162,1,g,xa05875,2,,9,,0,0,0
1948,b163,1,g,xa05875,2,,13,34,9,9,9
1948,b180,1,g,xa05876,2,,10,34,12,11,11
1948,b133,1,g,xa05878,2,,4,31,15,9,9
1948,x26,1,g,xa05970,2,,54,,,,5
1948,x30,1,g,xa05970,2,,10,36,14,13,13
1948,x37,1,g,xa09246,2,,50,73,11,11,5
1948,x40,1,g,xa09246,2,,4,31,15,15,14
1948,x10,1,g,xa09267,2,,5,29,12,12,12
1948,x4,1,g,xa09270,2,,15,40,13,13,13
1948,b112,1,g,xa09272,2,,5,27,10,10,10
1948,x48,1,g,xa09273,2,,12,36,12,12,12
1948,b137,1,g,xa09276,2,,8,34,14,13,13
1948,x87,1,g,xa09277,2,,10,35,13,13,13
1948,b166,1,g,xb03940,2,,13,37,12,,0
1948,b167,1,g,xb03940,2,,45,64,7,7,0
1948,b197,1,g,xb03959,2,,5,30,13,13,13
1948,b198,1,g,xb03959,2,,51,71,8,8,7
1948,x6,1,g,xb05877,2,,11,35,12,12,12
1948,b151,1,g,xb05976,2,,11,34,11,11,11
1948,b143,1,g,xb06081,2,,17,41,12,12,9
1948,b161,1,g,xb06083,2,,10,32,10,10,10
1948,x14,1,g,xb06087,2,,10,32,10,10,10
1948,x33,1,g,xbo5883,2,,22,45,11,11,8
1948,x54,1,g,xc00335,2,,10,34,12,12,12
1948,x3,1,g,xc00338,2,,12,39,15,15,15
1948,b160,1,g,xc02133,2,,19,45,14,14,14
1948,b185,1,g,xc02147,2,,27,48,9,9,0
1948,b190,1,g,xc02147,2,,16,39,11,0,0
1948,b123,1,g,xd01494,2,,13,37,12,12,12
1948,b124,1,g,xd01494,2,,55,74,7,7,6
1948,b117,1,g,xd01767,2,,34,61,14,14,11
1949,b163,1,g,bn00193,2,,31,50,7,7,7
1949,b111,1,g,bn00303,2,,22,45,11,11,11
1949,x96,1,g,bn00319,2,,23,44,9,9,6
1949,x4,1,g,bn00342,2,,24,46,10,9,9
1949,x25,1,g,bn00343,2,,23,45,10,10,10
1949,x23,1,g,bn00346,2,,25,47,10,10,8
1949,x28,1,g,bn00350,2,,23,45,10,10,10
1949,x52,1,g,bn00351,2,,24,45,9,9,9
1949,x86,1,g,bn00361,2,,26,46,8,6,6
1949,x88,1,g,bn00362,2,,26,47,9,9,8
1949,x90,1,g,bn00363,2,,23,44,9,9,0
1949,x32,1,g,bn00366,2,,22,45,11,11,11
1949,x58,1,g,bn00367,2,,25,44,7,7,4
1949,x57,1,g,bn00368,2,,25,46,9,8,8
1949,x7,1,g,bn00369,2,,27,50,11,10,9
1949,x48,1,g,bn00370,2,,22,46,12,12,12
1949,x62,1,g,bn00374,2,,30,52,10,10,10
1949,b191,1,g,bn00375,2,,25,48,11,11,10
1949,b188,1,g,bn00384,2,,21,44,11,11,11
1949,x2,1,g,cd00338,2,,19,44,13,13,11
1949,x65,1,g,hm00299,2,,24,45,9,9,9
1949,x98,1,g,xa02326,2,,20,43,11,11,0
1949,x17,1,g,xa02339,2,,21,44,11,9,9
1949,b157,1,g,xa05875,2,,19,41,10,10,10
1949,b136,1,g,xa05878,2,,17,39,10,10,9
1949,x41,1,g,xa09246,2,,20,45,13,13,11
1949,x10,1,g,xa09267,2,,19,41,10,9,9
1949,x80,1,g,xa09270,2,,22,44,10,9,9
1949,b112,1,g,xa09272,2,,20,41,9,9,9
1949,b118,1,g,xa09273,2,,19,42,11,11,11
1949,b127,1,g,xb03959,2,,21,44,11,11,11
1949,x34,1,g,xb05883,2,,24,46,10,10,10
1949,b132,1,g,xb05976,2,,21,43,10,,0
1949,b150,1,g,xb05976,2,,55,73,6,0,0
1949,x70,1,g,xc01763,2,,26,48,10,5,5
1949,b189,1,g,xc01769,2,,24,45,9,9,9
1949,x59,1,g,xc01789,2,,24,45,9,9,9
1949,b109,1,g,xc02063,2,,19,41,10,10,9
1949,x68,1,g,xc02098,2,,22,43,9,8,8
1949,x78,1,g,xc02099,2,,22,44,10,4,4
1949,x0,1,g,xd01412,2,,21,43,10,10,8
1949,b115,1,g,xd01480,2,,22,42,8,8,7
1949,b124,1,g,xd01494,2,,21,45,12,12,12
1949,x35,1,g,xd01535,2,,32,55,11,11,10
1949,x82,1,g,xd01648,2,,24,47,11,10,10
1949,b105,1,g,xd01727,2,,23,44,9,9,9
1949,x37,1,g,xd01781,2,,21,44,11,11,11
1949,x74,1,g,xd03175,2,,24,47,11,9,9
1949,x53,1,g,xd06901,2,,24,45,9,9,7
1949,b120,1,g,xd07132,2,,25,42,5,5,5
1949,x13,1,g,xd07246,2,,23,46,11,10,10
1949,b139,1,g,xd07249,2,,24,46,10,10,10
1949,b179,1,g,xd07272,2,,30,50,8,8,8
1950,b18,1,g,bn00158,2,,32,52,8,8,8
1950,b81,1,g,bn00215,2,,31,51,8,7,7
1950,b14,1,g,bn00223,2,,22,45,11,11,6
1950,b17,1,g,bn00319,2,,32,55,11,11,5
1950,b161,1,g,bn00361,2,,25,47,16,16,14
1950,b109,1,g,bn00429,2,,31,52,9,6,5
1950,b22,1,g,bw00724,2,,34,56,10,9,9
1950,b39,1,g,bw00731,2,,29,49,8,8,8
1950,b121,1,g,ex02198,2,,26,45,7,6,6
1950,b159,1,g,xa05875,2,,12,33,9,9,6
1950,b112,1,g,xa09272,2,,17,35,6,5,5
1950,b74,1,g,xc02099,2,,32,54,10,9,9
1950,b24,1,g,xd01494,2,,26,,0,0,0
1950,b34,1,g,xd01648,2,,24,47,11,11,8
1950,b92,1,g,xd09481,2,,26,49,11,11,10
1950,b194,1,g,xe01726,2,,32,53,9,9,9
1950,b90,1,g,xe01830,2,,32,53,9,8,8
1950,x221,1,g,xe02009,2,,38,60,10,9,8
1950,b145,1,g,xe02197,2,,26,49,11,10,9
1950,b56,1,g,xe02200,2,,34,53,7,7,7
1950,b77,1,g,xf08926,2,,22,,,,6
1950,b99,1,g,xf08978,2,,35,57,12,12,12
1950,b30,1,g,xf09025,2,,26,47,9,7,7
1950,b132,1,g,xf09038,2,,30,51,9,8,7
1950,b87,1,g,xf09295,2,,36,55,7,7,7
1950,b141,1,g,xj09539,2,,36,57,9,9,3
1950,x204,1,g,xj09719,2,,38,59,9,7,4
1951,b19,1,g,xe02198,2,,36,56,8,7,7
1956,b22,1,g,xa22279,2,,34,56,10,10,9
1956,b153,1,g,xa35284,2,,27,51,12,11,11
1956,b68,1,g,xa64609,2,,31,54,11,0,0
1956,b86,1,g,xa64610,2,,34,54,8,8,8
1956,b51,1,g,xj09614,2,,27,50,11,10,10
1959,w4,1,b,30024,2,,17,,12,,0
1959,o70,1,b,36791,2,,20,42,11,4,2
1959,w30,1,b,37273,2,,18,,11,,0
1959,b147,1,b,37288,2,,50,67,6,6,5
1959,ex49c,1,b,37316,2,,41,58,7,7,7
1959,ex49a,1,b,k36980,2,,35,53,7,7,7
1959,w41,1,g,603744,1,,10,32,10,10,9
1959,ex47,1,g,603745,1,,11,30,11,11,7
1959,w57,1,g,603746,1,,18,38,8,5,5
1959,ex53,1,g,603747,1,,15,36,9,9,9
1959,b77,1,g,e77087,2,,16,36,8,8,8
1959,w37,1,g,e77092,2,e77104,18,37,10,10,9
1959,w37,1,g,e77104,1,e77092,18,37,10,10,9
1960,cp31,1,b,28783,2,,14,38,13,11,11
1960,o71,1,b,36791,2,,18,42,13,12,11
1960,cp54,1,b,37235,2,,12,43,14,12,11
1960,w38,1,b,37332,2,,11,37,13,12,12
1960,w96,1,b,37498,2,,21,44,10,10,0
1960,ex74,1,b,54008,2,,47,63,7,7,0
1960,b204,1,b,54276,2,,19,39,10,10,10
1960,ex10a,1,b,54357,2,,21,42,10,10,10
1960,w41,1,b,54400,2,,22,45,11,11,11
1960,w50,1,b,54429,2,,18,43,13,11,11
1960,ex59,1,b,54444,2,,21,43,11,10,9
1960,o49,1,b,54466,2,,18,42,11,10,10
1960,w47,1,b,54498,2,,15,40,13,12,12
1960,ex28,2,b,54705,2,,49,65,6,6,6
1960,o18,1,b,54728,2,,19,49,12,,3
1960,ex41a,1,b,54733,2,,20,43,12,12,12
1960,o80,1,b,57079,2,,22,46,10,9,9
1960,w43,1,b,57221,2,,26,48,11,11,11
1960,o11,1,b,57265,2,,20,42,11,10,10
1960,w2,1,b,85579,2,,17,41,13,13,12
1960,w5,1,b,85606,2,,17,38,9,7,6
1960,w92,1,b,85631,2,,19,42,12,12,0
1960,w4,1,b,85643,2,,21,47,14,14,13
1960,pr29,1,g,603701,2,,25,47,11,,0
1960,pr4,1,g,603701,2,,54,76,10,9,5
1960,o76,1,g,603711,2,,19,42,11,11,8
1960,b190,1,g,603714,2,,27,48,9,9,2
1960,b178,1,g,603717,2,,23,45,10,10,10
1960,b76,1,g,603719,2,,28,48,8,8,10
1960,w74,1,g,603734,2,,25,46,9,9,0
1960,w27,1,g,603740,2,,26,46,8,8,8
1960,b137,1,g,603743,2,,21,43,10,9,0
1960,w9,1,g,603748,2,,21,41,8,8,4
1960,w79,1,g,603765,2,,26,46,8,8,5
1960,o86,1,g,607001,2,,29,48,7,7,4
1960,b35,1,g,607083,2,,21,42,9,9,9
1960,w54,1,g,607116,2,,25,43,6,6,3
1960,ex61,1,g,607133,2,,26,46,8,7,6
1960,ex39,1,g,607169,2,,24,42,5,5,5
1960,o75,1,g,607215,2,,22,44,10,10,10
1960,o55,1,g,607274,2,,27,46,7,4,4
1960,b60,1,g,607296,2,,27,49,10,10,10
1960,ex62,1,g,607378,2,,25,44,7,7,7
1960,b81,1,g,607406,2,,26,48,10,9,15
1960,b150,1,g,607457,2,,26,46,8,8,5
1960,ex14b,1,g,607532,2,,26,45,7,7,3
1960,b62,1,g,607549,2,,20,40,8,8,5
1960,ex35a,1,g,607601,2,,25,44,7,7,6
1960,o72,1,g,607703,2,,32,52,8,4,4
1960,ex32,1,g,608107,2,,24,43,7,7,7
1960,ex38a,1,g,608108,2,,18,38,11,11,9
1960,w15,1,g,608302,2,,18,38,8,8,8
1960,ex5,1,g,608322,2,,30,49,7,4,2
1960,ex6,1,g,608323,2,,23,43,8,7,2
1960,cp2,2,g,608330,2,,23,41,6,6,6
1960,b103,1,g,608333,2,,27,46,7,6,6
1960,ex78,1,g,608339,2,,24,45,9,9,9
1960,o57,1,g,608359,2,,14,33,9,8,10
1960,o45,1,g,608368,2,,20,39,7,6,3
1960,b85,1,g,608372,2,,48,68,8,8,1
1960,b99,1,g,608380,2,,26,48,10,9,12
1960,ex31,1,g,608397,2,,27,47,8,8,8
1960,ex43,1,g,608422,2,,25,43,6,6,6
1960,ex64,1,g,608427,2,,23,44,9,9,13
1960,w93,1,g,608430,2,,25,46,9,9,1
1960,cp18a,1,g,608444,2,,25,45,8,8,8
1960,b49,1,g,608448,2,,18,38,8,7,9
1960,b122,1,g,608449,2,,21,41,8,8,8
1960,b94,1,g,608450,2,,24,45,9,8,15
1960,b84,1,g,608451,2,,26,46,8,8,4
1960,b193,1,g,608452,2,,26,47,9,3,0
1960,b197,2,g,608452,2,,66,81,5,,0
1960,b130,2,g,e77016,2,,18,40,12,11,10
1960,b7,1,g,e77056,2,,25,46,9,7,2
1960,b72,1,g,e77070,2,,60,75,6,6,5
1960,b77,1,g,e77087,2,,18,39,9,9,15
1960,b199,1,g,e77151,2,,24,43,11,11,14
1960,b112,1,g,e77316,2,,27,46,8,8,3
1960,w20,1,g,e77436,2,,26,45,8,8,5
1960,ex9,1,g,k50734,2,,24,43,9,6,5
1960,b69,1,g,k50784,2,,25,44,8,8,5
1960,b123,1,g,k50993,2,,22,42,9,9,8
1960,b195,1,g,k53181,2,,23,44,9,9,11
1960,b27,1,g,k53191,2,,25,44,8,8,4
1960,o78,1,g,k53199,2,,26,45,7,7,0
1961,b130,1,b,37282,2,,18,37,7,7,7
1961,w80,1,b,37498,2,,13,33,10,10,10
1961,b92,1,b,54276,2,,18,,,,0
1961,o38,1,b,57217,2,,19,38,8,8,7
1961,b148,1,b,57341,2,,20,39,9,7,7
1961,w8,1,b,85579,2,,13,35,10,7,7
1961,w23,1,b,85643,2,,10,33,12,12,12
1961,ex76,1,b,88530,2,,18,40,8,7,0
1961,w24,1,b,h15625,2,,12,33,13,12,10
1961,w38,1,b,h15730,2,,7,,,,0
1961,o27,1,b,h15731,2,,17,,3,,0
1961,b18,1,b,h24026,2,,18,40,5,4,4
1961,b154,1,b,h24131,2,,6,33,13,12,11
1961,b138,1,b,h42524,2,,20,,9,,0
1961,b35,1,b,h42703,2,,25,46,8,8,8
1961,ex68,2,b,k88672,2,,40,,7,,0
1961,b58,1,g,603703,2,,12,36,8,8,8
1961,b215,1,g,603704,2,,19,40,9,9,10
1961,o76,1,g,603711,2,,16,39,10,10,12
1961,b212,1,g,603717,2,,18,40,9,9,12
1961,o81,1,g,603733,2,,22,41,8,8,8
1961,ex20,1,g,603740,2,,16,41,9,6,2
1961,b38,1,g,603743,2,,18,37,8,8,0
1961,b201,1,g,603750,2,,22,41,8,8,5
1961,w68,1,g,603765,2,,17,37,9,7,10
1961,ex41a,1,g,607069,2,,7,31,11,10,12
1961,b51,1,g,607083,2,,18,36,8,8,8
1961,w69,1,g,607092,2,,17,38,9,9,9
1961,w31,1,g,607116,2,,19,39,9,9,11
1961,ex35a,1,g,607169,2,,20,37,6,6,6
1961,ex10,1,g,607192,2,,19,39,9,7,7
1961,o75,1,g,607215,2,,16,38,9,9,11
1961,ex62,1,g,607378,2,,20,38,6,5,5
1961,b79,1,g,607406,2,,18,40,10,9,11
1961,b194,1,g,607485,2,,14,34,10,9,10
1961,w83,1,g,607532,2,,15,37,9,9,7
1961,b62,1,g,607549,2,,16,36,0,0,0
1961,b63,1,g,607549,2,,30,,0,0,0
1961,o72,1,g,607703,2,,21,40,8,8,8
1961,w79,1,g,608068,2,,22,40,7,7,7
1961,ex40,1,g,608108,2,,17,42,8,5,3
1961,w60,1,g,608214,2,,17,37,9,8,5
1961,ex4,1,g,608322,2,,24,43,8,8,8
1961,ex7,1,g,608323,2,,16,36,9,9,9
1961,ex30,1,g,608327,2,,11,33,10,9,8
1961,cp5b,1,g,608330,2,,28,43,8,7,3
1961,b5,1,g,608333,2,,21,41,8,6,6
1961,o57,1,g,608359,2,,20,40,9,6,5
1961,ex71,1,g,608365,2,,19,40,9,9,6
1961,b15,1,g,608380,2,,21,40,8,8,4
1961,ex63,1,g,608424,2,,19,40,9,9,10
1961,ex64,1,g,608427,2,,26,44,7,7,9
1961,o71,1,g,608431,2,,14,36,8,6,6
1961,b108,1,g,608433,2,,26,46,7,7,0
1961,cp11,1,g,608444,2,,27,44,2,2,2
1961,b122,1,g,608449,2,,18,38,8,8,5
1961,b84,1,g,608451,2,,17,40,8,7,4
1961,b226,1,g,608452,2,,18,37,8,8,7
1961,b200,1,g,608486,2,,21,41,9,9,4
1961,o24,1,g,608499,2,,26,42,8,7,7
1961,ex41c,1,g,608506,2,,16,35,8,8,5
1961,cp28,1,g,608523,2,,21,41,8,7,3
1961,o18,1,g,608564,2,,22,40,8,8,8
1961,o82,2,g,608613,2,,26,45,7,7,7
1961,c2,1,g,608618,2,,37,54,7,7,4
1961,c53,1,g,608620,2,,27,42,6,6,6
1961,cp4,1,g,608639,2,,35,51,7,6,5
1961,o40,1,g,608674,2,,39,58,7,7,2
1961,ex8a,1,g,608678,2,,20,41,10,8,10
1961,o53,1,g,608685,2,,31,47,7,7,5
1961,o87,1,g,608692,2,,26,45,7,6,6
1961,o41,1,g,608698,2,,25,42,6,5,8
1961,o84,1,g,608703,2,,26,48,10,10,2
1961,w14,1,g,608712,2,,18,38,9,9,8
1961,b7,1,g,608729,2,,26,46,10,10,0
1961,b11,1,g,608731,2,,22,41,8,8,8
1961,b22,1,g,608749,2,,19,39,9,9,9
1961,b188,1,g,608779,2,,21,40,9,9,7
1961,b121,1,g,608794,2,,17,37,10,8,12
1961,w13,1,g,ba01022,2,,14,,7,0,0
1961,w6,1,g,ba01025,2,,17,39,10,10,10
1961,c21,1,g,ba01046,2,,18,36,8,8,8
1961,b181,1,g,ba01047,2,,20,38,7,7,7
1961,c40,1,g,ba01049,2,,30,48,6,,0
1961,c34,1,g,ba01053,2,,19,37,7,7,7
1961,o30a,1,g,ba01063,2,,19,40,8,4,4
1961,ex1,1,g,ba01065,2,,21,37,5,5,5
1961,w56,1,g,ba01066,2,,30,47,7,7,7
1961,w42,1,g,ba01073,2,,23,41,7,6,9
1961,cp14,1,g,ba01156,2,,43,59,5,4,3
1961,ex28,1,g,ba01178,2,,20,40,9,9,12
1961,o32,1,g,ba01181,2,,20,39,8,8,8
1961,ex75a,1,g,ba01187,2,,28,46,7,6,6
1961,ex72,1,g,ba01194,2,,27,46,8,8,7
1961,o7,1,g,ba01198,2,,27,47,8,8,8
1961,ex35,1,g,ba01200,2,,23,40,7,5,3
1961,ex54,1,g,ba01207,2,,28,43,5,5,5
1961,ex15,1,g,ba01214,2,,22,42,10,8,5
1961,cp23,1,g,ba01222,2,,23,43,8,6,6
1961,w27,1,g,ba01223,2,,35,56,9,,4
1961,cp34,1,g,ba01230,2,,26,,6,0,0
1961,cp35,1,g,ba01230,2,,43,59,5,3,3
1961,ex49a,1,g,ba01233,2,,18,42,9,9,11
1961,cp37,1,g,ba01250,2,,22,39,7,7,7
1961,ex60,1,g,ba01254,2,,30,48,7,7,6
1961,ex77,1,g,ba01284,2,,20,39,6,5,7
1961,o86,1,g,ba01292,2,,26,43,5,5,5
1961,o43,1,g,ba01374,2,,25,,0,0,0
1961,b191,1,g,ba01379,2,,22,42,8,7,3
1961,b8,1,g,ba01397,2,,24,43,7,7,3
1961,pr29,1,g,ba01408,2,,30,46,7,7,0
1961,b95,1,g,ba01412,2,,21,40,8,6,6
1961,b93,1,g,ba01414,2,,22,41,8,8,5
1961,pr4,1,g,ba01440,2,,18,38,9,9,9
1961,b27,1,g,ba01461,2,,20,38,6,6,3
1961,b39,1,g,ba01463,2,,23,,0,0,0
1961,o64,1,g,ba01468,2,,21,41,9,8,8
1961,b180,1,g,ba01487,2,,22,42,7,6,4
1961,b189,1,g,ba01495,2,,23,42,8,8,6
1961,b43,1,g,ba01508,2,,26,44,7,6,2
1961,o68,1,g,ba01550,2,,26,44,7,6,8
1961,b150,1,g,ba01579,2,,17,37,9,9,0
1961,cp22,1,g,ba01580,2,,21,41,9,9,10
1961,b28,1,g,ba01581,2,,25,42,6,,0
1961,w37,1,g,ba01591,2,,22,41,8,7,4
1961,b211,1,g,ba01624,2,,17,47,9,9,4
1961,b99,1,g,ba01626,2,,24,43,9,9,8
1961,ex2,1,g,ba01641,2,,21,41,8,8,5
1961,c7,1,g,ba01648,2,,19,37,7,7,4
1961,b3,1,g,ba01653,2,,22,41,7,7,7
1961,b220,1,g,ba01683,2,,21,39,8,8,4
1961,ex17,1,g,ba01687,2,,21,40,8,8,5
1961,o9,1,g,ba01715,2,,19,39,8,8,5
1961,b4,1,g,ba01732,2,,24,44,7,5,0
1961,b113,1,g,ba01767,2,,19,39,10,10,8
1961,o69,1,g,ba01768,2,,29,47,6,,0
1961,w30,1,g,ba01776,2,,22,41,9,9,0
1961,ex43,1,g,ba01779,2,,20,40,9,9,6
1961,w2,1,g,ba01781,2,,35,56,8,8,8
1961,ex47,1,g,ba01797,2,,22,40,4,4,4
1961,b208,1,g,ba01815,2,,21,42,8,8,4
1961,b86,1,g,ba01832,2,,20,42,9,9,6
1961,ex41d,1,g,ba01851,2,,31,50,7,6,5
1961,c15,1,g,ba01877,2,,15,34,8,8,4
1961,c24,1,g,ba01878,2,,15,36,10,10,12
1961,ex34,1,g,ba01885,2,,27,45,8,8,5
1961,w57,1,g,ba01893,2,,21,40,9,9,9
1961,cp30,1,g,ba01905,2,,27,46,7,6,3
1961,b47,1,g,ba01991,2,,39,57,10,,0
1961,b33,1,g,ba02005,2,,25,43,5,5,4
1961,ex57,1,g,ba02012,2,,10,,0,0,0
1961,w58,1,g,ba02051,2,,22,42,8,6,0
1961,w73,1,g,ba02052,2,,22,43,9,9,7
1961,w89,1,g,ba02053,2,,23,41,7,7,9
1961,w97,1,g,ba02054,2,,19,40,7,7,6
1961,cp9,1,g,ba02055,2,,26,45,5,4,4
1961,cp27,1,g,ba02056,2,,20,33,5,3,1
1961,cp26,1,g,ba02057,2,,20,44,10,7,6
1961,ex9,1,g,ba02058,2,,24,43,10,8,8
1961,ex38,1,g,ba02059,2,,26,44,7,7,5
1961,ex78,1,g,ba02060,2,,27,46,7,7,7
1961,b213,1,g,ba02061,2,,23,43,6,5,5
1961,b26,1,g,ba02062,2,,23,41,6,5,2
1961,b31,1,g,ba02063,2,,25,44,8,8,5
1961,b102,1,g,ba02064,2,,30,,6,,0
1961,b175,1,g,ba02065,2,,28,46,8,8,0
1961,b160,1,g,ba02066,2,,24,43,6,6,2
1961,pr20,1,g,ba02067,2,,24,46,8,8,0
1961,c50,1,g,ba02069,2,,35,52,6,6,3
1961,b224,1,g,ba02107,2,,22,41,8,8,7
1961,b174,1,g,ba02109,2,,23,41,6,6,0
1961,ex13,1,g,ba02115,2,,20,39,9,9,9
1961,ex37,1,g,ba02116,2,,21,40,9,9,11
1961,ex31,1,g,ba02117,2,,20,37,6,6,6
1961,w48,1,g,ba02118,2,,18,39,9,9,6
1961,ex46,1,g,ba02119,2,,17,40,11,8,9
1961,ex39b,1,g,ba02120,2,,18,36,8,6,6
1961,ex42,1,g,ba02121,2,,12,31,9,9,6
1961,ex73,1,g,ba02122,2,,15,35,8,8,0
1961,ex51,1,g,ba02123,2,,17,39,10,10,6
1961,ex55,1,g,ba02124,2,,15,37,8,7,7
1961,b216,1,g,ba02125,2,,20,39,7,7,7
1961,b161,1,g,ba02126,2,,20,41,10,10,13
1961,b56,1,g,ba02127,2,,20,39,7,7,7
1961,b159,1,g,ba02128,2,,22,40,6,6,6
1961,b49,1,g,ba02129,2,,20,41,9,8,8
1961,b221,1,g,ba02130,2,,20,39,9,9,0
1961,b203,1,g,ba02131,2,,21,40,8,8,4
1961,b20,1,g,ba02132,2,,17,37,9,9,5
1961,b204,1,g,ba02133,2,,20,40,10,10,0
1961,o50,1,g,ba02134,2,,29,44,5,5,2
1961,o61,1,g,ba02135,2,,20,38,7,7,4
1961,o73,1,g,ba02136,2,,15,36,7,7,7
1961,c45,1,g,ba02137,2,,20,40,10,9,9
1961,c44,1,g,ba02138,2,,27,46,9,9,6
1961,c39,1,g,ba02139,2,,21,41,4,3,3
1961,c37,1,g,ba02140,2,,16,38,9,9,7
1961,c58,1,g,ba02141,2,,17,36,8,8,5
1961,c25,1,g,ba02142,2,,17,39,8,6,7
1961,c61,1,g,ba02143,2,,20,40,8,8,8
1961,c33,1,g,ba02144,2,,32,52,8,8,0
1961,c32,1,g,ba02145,2,,21,45,6,,0
1961,cp18,1,g,ba02146,2,,21,42,9,8,8
1961,cp3,1,g,ba02147,2,,23,41,7,7,7
1961,w15,1,g,ba02148,2,,25,43,6,6,6
1961,w22,1,g,ba02149,2,,24,43,9,9,11
1961,w41,1,g,e77068,2,,13,35,10,9,9
1961,b172,1,g,e77070,2,,22,41,9,9,6
1961,b77,1,g,e77087,2,,16,37,9,9,13
1961,b218,1,g,e77151,2,,19,38,8,8,11
1961,w32,1,g,e77436,2,,16,34,7,7,7
1961,w46,1,g,j70854,2,,25,45,9,3,3
1961,ex11,1,g,k50734,2,,17,37,9,8,10
1961,b228,1,g,k50993,2,,14,33,7,7,12
1961,ex27,1,g,k53135,2,,18,40,8,3,2
1961,w12,1,g,k53157,2,,23,40,6,6,6
1961,b195,1,g,k53181,2,,18,38,12,12,6
1961,w26,1,g,k53186,2,,19,41,10,8,11
1961,b123,1,g,k53191,2,,22,41,8,8,4
1961,o80,1,g,k53199,2,,20,40,9,9,9
1962,c138,1,b,85609,2,,30,52,11,10,10
1962,o7,1,b,h15855,2,,30,52,11,11,10
1962,w4a,1,b,h16111,2,,30,,10,,0
1962,cp16,1,b,h16862,2,,42,63,10,10,8
1962,ex53,1,b,h42553,2,,34,52,9,7,7
1962,cp36,1,b,h51389,2,,30,52,11,10,9
1962,mp54,1,b,h51634,2,,27,49,12,12,10
1962,mp66,1,b,h51679,2,,31,53,12,11,11
1962,b149,1,b,h52641,2,,29,,9,,0
1962,w11,1,b,h52729,2,,31,51,10,10,10
1962,b215,1,g,603704,2,,36,54,8,8,9
1962,w27,1,g,603740,2,,31,56,5,5,5
1962,b213,1,g,603750,2,,29,55,10,8,9
1962,ex41b,1,g,607069,2,,25,47,9,7,6
1962,w25,1,g,607116,2,,34,54,8,8,7
1962,w52,1,g,607153,1,,30,52,11,,0
1962,ex60,1,g,607378,2,,27,48,10,10,3
1962,ex61,1,g,607378,2,,66,84,8,8,7
1962,b138,1,g,607468,2,,39,57,8,8,5
1962,w79,1,g,607532,2,,28,50,8,8,5
1962,b226,1,g,607558,2,,31,52,9,9,9
1962,o79,1,g,607703,2,,29,,3,1,1
1962,w95,1,g,608068,2,,36,55,8,8,5
1962,ex42,1,g,608108,2,,27,49,9,9,5
1962,ex42,2,g,608108,2,,73,,5,0,0
1962,w58,1,g,608214,2,,28,48,9,8,8
1962,ex4,1,g,608322,2,,33,55,10,10,10
1962,o57,1,g,608359,2,,32,55,10,7,4
1962,ex71,1,g,608365,2,,31,53,11,11,9
1962,b27,1,g,608380,2,,39,62,9,9,9
1962,o77,1,g,608431,2,,28,50,9,9,4
1962,b214,1,g,608433,2,,40,62,8,8,0
1962,cp9,1,g,608444,2,,34,55,6,6,6
1962,ex49a,1,g,608502,2,,31,52,10,10,6
1962,ex41c,1,g,608506,2,,25,49,11,11,5
1962,c50,1,g,608620,2,,34,53,9,9,8
1962,o59,1,g,608661,2,,35,56,8,8,8
1962,ex38,1,g,608678,2,,31,52,10,10,10
1962,b136,1,g,608729,2,,34,54,10,10,5
1962,b185,1,g,608749,2,,35,55,9,9,0
1962,b93,1,g,608794,2,,32,53,9,9,5
1962,c37,1,g,ab56508,2,,33,53,10,10,6
1962,b32,1,g,ba01024,2,,33,51,8,7,6
1962,b57,1,g,ba01047,2,,32,51,9,9,7
1962,c1,1,g,ba01051,2,,33,51,8,8,6
1962,c21,1,g,ba01053,2,,30,49,9,7,3
1962,o30a,1,g,ba01181,2,,30,53,11,10,8
1962,o54,1,g,ba01209,2,,33,60,10,8,5
1962,o32,1,g,ba01266,2,,35,59,10,8,11
1962,ex41d,1,g,ba01275,2,,26,48,10,10,4
1962,pr29,1,g,ba01408,2,,30,53,,,9
1962,b96,1,g,ba01412,2,,37,57,8,8,11
1962,mp3,1,g,ba01414,2,,31,50,8,8,10
1962,mp75,1,g,ba01431,2,,33,53,8,8,8
1962,mp30,1,g,ba01505,2,,37,58,10,9,9
1962,b29,1,g,ba01581,2,,29,49,8,7,4
1962,b216,1,g,ba01624,2,,30,60,10,10,9
1962,ex3,1,g,ba01641,2,,27,48,8,8,5
1962,c6,1,g,ba01648,2,,32,50,8,7,4
