SAFE CODE,Oak,Area,Oak ID,X,Y,DBH,Health,Date,Surveyor,GPS,Nest box,Accuracy,Fungus,Unique reference ID,SAFE CODE 2
1,1,MP,MP1,447541.7,207325.4,62,1,08/02/2011,Mark,2,,3,,8-Mark-MP1,1
2,2,MP,MP2,447555.7,207308.4,107,1,08/02/2011,Mark,2,,3,,8-Mark-MP2,2
3,3,MP,MP3,447532.7,207304.4,59,1,08/02/2011,Mark,2,,3,,8-Mark-MP3,3
4,4,MP,MP4,447525.7,207299.4,90,1,08/02/2011,Mark,2,,3,,8-Mark-MP4,4
5,5,MP,MP5,447531.7,207290.4,70,1,08/02/2011,Mark,2,,3,,8-Mark-MP5,5
6,6,MP,MP6,447535.7,207298.4,53,3,08/02/2011,Mark,2,,3.1,,8-Mark-MP6,6
7,7,MP,MP7,447551.0,207310.0,70,5,08/02/2011,Mark,2,,3.2,yes,8-Mark-MP7,7
8,8,MP,MP8,447562.7,207294.4,65,1,08/02/2011,Mark,2,,3,,8-Mark-MP8,8
9,9,MP,MP9,447579.7,207284.4,60,1,08/02/2011,Mark,2,,3,,8-Mark-MP9,9
10,10,MP,MP10,447585.7,207281.4,66,1,08/02/2011,Mark,2,,3.3,,8-Mark-MP10,10
11,11,MP,MP11,447596.7,207292.4,57,3,08/02/2011,Mark,2,,3,,8-Mark-MP11,11
12,12,MP,MP12,447605.0,207287.0,90,5,08/02/2011,Mark,2,,3,,8-Mark-MP12,12
13,13,MP,MP13,447620.7,207270.4,68,1,08/02/2011,Mark,2,,3,,8-Mark-MP13,13
14,14,MP,MP14,447622.7,207271.4,79,1,08/02/2011,Mark,2,,3.6,,8-Mark-MP14,14
15,15,MP,MP15,447652.7,207269.4,100,1,08/02/2011,Mark,2,,3,,8-Mark-MP15,15
16,16,MP,MP16,447655.7,207261.4,37,1,08/02/2011,Mark,2,,3,,8-Mark-MP16,16
17,17,MP,MP17,447668.7,207265.4,85,3,08/02/2011,Mark,2,,3,,8-Mark-MP17,17
18,18,MP,MP18,447678.7,207260.4,75,1,08/02/2011,Mark,2,,3.2,,8-Mark-MP18,18
19,19,MP,MP19,447688.7,207260.4,77,1,08/02/2011,Mark,2,,3,,8-Mark-MP19,19
20,20,MP,MP20,447708.7,207241.4,61,3,08/02/2011,Mark,2,,3.1,,8-Mark-MP20,20
21,21,MP,MP21,447730.7,207243.4,64,1,08/02/2011,Mark,2,,3,,8-Mark-MP21,21
22,22,MP,MP22,447768.0,207240.0,85,5,08/02/2011,Mark,2,,3,,8-Mark-MP22,22
23,23,MP,MP23,447772.7,207229.4,50,1,08/02/2011,Mark,2,,3,,8-Mark-MP23,23
24,24,MP,MP24,447766.7,207214.4,45,3,08/02/2011,Mark,2,,3,,8-Mark-MP24,24
25,25,MP,MP25,447781.7,207199.4,55,3,08/02/2011,Mark,2,,3,,8-Mark-MP25,25
26,26,MP,MP26,447802.0,207225.0,71,5,08/02/2011,Mark,2,,3,,8-Mark-MP26,26
27,27,MP,MP27,447808.0,207193.0,67,5,08/02/2011,Mark,2,MP97,3,,8-Mark-MP27,27
28,28,MP,MP28,447811.7,207181.4,42,1,08/02/2011,Mark,2,,3,,8-Mark-MP28,28
29,29,MP,MP29,447814.7,207179.4,70,1,08/02/2011,Mark,2,,3,,8-Mark-MP29,29
30,30,MP,MP30,447807.7,207177.4,50,1,08/02/2011,Mark,2,,3.3,,8-Mark-MP30,30
31,31,MP,MP31,447805.7,207173.4,57,1,08/02/2011,Mark,2,,3,,8-Mark-MP31,31
32,32,MP,MP32,447815.0,207179.0,56,5,08/02/2011,Mark,2,,3.1,,8-Mark-MP32,32
33,33,MP,MP33,447815.7,207188.4,53,1,08/02/2011,Mark,2,,3,,8-Mark-MP33,33
34,34,MP,MP34,447819.7,207177.4,63,3,08/02/2011,Mark,2,MP98,3,,8-Mark-MP34,34
35,35,MP,MP35,447828.7,207176.4,71,1,08/02/2011,Mark,2,,3,,8-Mark-MP35,35
36,36,MP,MP36,447817.7,207168.4,80,1,08/02/2011,Mark,2,,3.6,,8-Mark-MP36,36
37,37,MP,MP37,447816.7,207163.4,41,3,08/02/2011,Mark,2,,3.9,,8-Mark-MP37,37
38,38,MP,MP38,447824.7,207157.4,47,3,08/02/2011,Mark,2,,3.2,,8-Mark-MP38,38
39,39,MP,MP39,447860.7,207168.4,68,1,08/02/2011,Mark,2,,3.5,,8-Mark-MP39,39
40,40,MP,MP40,447841.0,207195.0,59,5,08/02/2011,Mark,2,,4.2,,8-Mark-MP40,40
41,41,MP,MP41,447845.0,207186.0,41,5,08/02/2011,Mark,2,,3.4,,8-Mark-MP41,41
42,42,MP,MP42,447878.7,207167.4,73,1,08/02/2011,Mark,2,,3.8,,8-Mark-MP42,42
43,43,MP,MP43,447886.0,207166.0,35,5,08/02/2011,Mark,2,,3.7,,8-Mark-MP43,43
44,44,MP,MP44,447889.7,207157.4,46,1,08/02/2011,Mark,2,,3.5,,8-Mark-MP44,44
45,45,MP,MP45,447901.7,207153.4,85,1,08/02/2011,Mark,2,,4.1,,8-Mark-MP45,45
46,46,MP,MP46,447905.7,207144.4,51,1,08/02/2011,Mark,2,,3.5,,8-Mark-MP46,46
47,47,MP,MP47,447908.7,207142.4,33,1,08/02/2011,Mark,2,,4.1,,8-Mark-MP47,47
48,48,MP,MP48,447908.7,207142.4,46,1,08/02/2011,Mark,2,,3.6,,8-Mark-MP48,48
49,49,MP,MP49,447917.7,207138.4,66,3,08/02/2011,Mark,2,,2.9,,8-Mark-MP49,49
50,50,MP,MP50,447937.7,207134.4,58,1,08/02/2011,Mark,2,,2.9,,8-Mark-MP50,50
51,51,MP,MP51,447933.7,207128.4,51,3,08/02/2011,Mark,2,,3.3,,8-Mark-MP51,51
52,52,MP,MP52,447931.7,207124.4,80,1,08/02/2011,Mark,2,,3.5,,8-Mark-MP52,52
53,53,MP,MP53,447943.7,207126.4,54,1,08/02/2011,Mark,2,,3.1,,8-Mark-MP53,53
54,54,MP,MP54,447945.7,207125.4,75,1,08/02/2011,Mark,2,,3,,8-Mark-MP54,54
55,55,MP,MP55,447950.7,207107.4,47,3,08/02/2011,Mark,2,,3,,8-Mark-MP55,55
56,56,MP,MP56,447959.7,207111.4,76,1,08/02/2011,Mark,2,,3.3,,8-Mark-MP56,56
57,57,MP,MP57,447958.7,207104.4,72,1,08/02/2011,Mark,2,,3.3,,8-Mark-MP57,57
58,58,MP,MP58,447959.7,207096.4,49,3,08/02/2011,Mark,2,,3.5,,8-Mark-MP58,58
59,59,MP,MP59,447972.7,207101.4,85,3,08/02/2011,Mark,2,,3,,8-Mark-MP59,59
60,60,MP,MP60,447971.7,207096.4,57,3,08/02/2011,Mark,2,,3.6,,8-Mark-MP60,60
61,61,MP,MP61,447973.7,207084.4,73,3,08/02/2011,Mark,2,,3.5,,8-Mark-MP61,61
62,62,MP,MP62,447986.7,207090.4,75,1,08/02/2011,Mark,2,,3,,8-Mark-MP62,62
63,63,MP,MP63,447990.0,207095.0,60,5,08/02/2011,Mark,2,,3.3,,8-Mark-MP63,63
64,64,MP,MP64,447997.7,207082.4,85,1,08/02/2011,Mark,2,,4,,8-Mark-MP64,64
65,65,MP,MP65,448020.7,207071.4,56,1,08/02/2011,Mark,2,,3.2,,8-Mark-MP65,65
66,66,MP,MP66,448035.7,207061.4,64,1,08/02/2011,Mark,2,,3.7,,8-Mark-MP66,66
67,67,MP,MP67,448042.7,207057.4,85,3,08/02/2011,Mark,2,,2.8,,8-Mark-MP67,67
68,68,MP,MP68,448048.7,207050.4,65,1,08/02/2011,Mark,2,,2.8,,8-Mark-MP68,68
69,69,MP,MP69,448192.7,206991.4,81,1,08/02/2011,Mark,2,,3.7,,8-Mark-MP69,69
70,70,MP,MP70,448244.7,206960.4,63,1,08/02/2011,Mark,2,,4,,8-Mark-MP70,70
71,71,MP,MP71,448292.7,206930.4,60,1,08/02/2011,Mark,2,,3.6,,8-Mark-MP71,71
72,72,MP,MP72,448335.7,206931.4,125,3,08/02/2011,Mark,2,MP74,4.8,,8-Mark-MP72,72
73,73,MP,MP73,448330.7,206946.4,71,1,08/02/2011,Mark,2,,4,,8-Mark-MP73,73
74,74,MP,MP74,448327.7,206980.4,38,1,08/02/2011,Mark,2,,4.2,,8-Mark-MP74,74
75,75,MP,MP75,448327.7,206982.4,30,1,08/02/2011,Mark,2,,3.4,,8-Mark-MP75,75
76,76,MP,MP76,448325.7,206981.4,35,1,08/02/2011,Mark,2,,4.3,,8-Mark-MP76,76
77,77,MP,MP77,448344.7,206960.4,95,1,08/02/2011,Mark,2,,3.4,,8-Mark-MP77,77
78,78,MP,MP78,448356.7,206977.4,124,1,08/02/2011,Mark,2,,4,,8-Mark-MP78,78
79,79,MP,MP79,448355.7,206930.4,80,1,08/02/2011,Mark,2,,4.6,,8-Mark-MP79,79
80,80,MP,MP80,448357.7,206942.4,80,1,08/02/2011,Mark,2,,3.5,,8-Mark-MP80,80
81,81,MP,MP81,448372.7,206921.4,63,3,08/02/2011,Mark,2,,3.6,,8-Mark-MP81,81
82,82,MP,MP82,448389.7,206915.4,86,3,08/02/2011,Mark,2,,3,,8-Mark-MP82,82
83,83,MP,MP83,448399.7,206910.4,102,1,08/02/2011,Mark,2,MP73,3,,8-Mark-MP83,83
84,84,MP,MP84,448411.7,206965.4,63,1,08/02/2011,Mark,2,,4.9,,8-Mark-MP84,84
85,85,MP,MP85,448455.7,206964.4,31,1,08/02/2011,Mark,2,,4.4,,8-Mark-MP85,85
86,86,MP,MP86,448459.7,206981.4,78,1,08/02/2011,Mark,2,,4.4,,8-Mark-MP86,86
87,87,MP,MP87,448465.7,206960.4,126,1,08/02/2011,Mark,2,,4.4,,8-Mark-MP87,87
88,88,MP,MP88,448457.7,206940.4,64,1,08/02/2011,Mark,2,,4.1,,8-Mark-MP88,88
89,89,MP,MP89,448529.7,206943.4,108,1,08/02/2011,Mark,2,,3.1,,8-Mark-MP89,89
90,90,MP,MP90,448530.7,206936.4,107,1,08/02/2011,Mark,2,,3.1,,8-Mark-MP90,90
91,91,MP,MP91,448520.7,206881.4,120,1,08/02/2011,Mark,2,,3.7,,8-Mark-MP91,91
92,92,MP,MP92,448530.7,206880.4,94,1,08/02/2011,Mark,2,,3.8,,8-Mark-MP92,92
93,93,MP,MP93,448534.7,206880.4,54,1,08/02/2011,Mark,2,,3.7,,8-Mark-MP93,93
94,94,MP,MP94,448543.7,206871.4,49,1,08/02/2011,Mark,2,,3.9,,8-Mark-MP94,94
95,95,MP,MP95,448550.7,206875.4,80,3,08/02/2011,Mark,2,,3.8,,8-Mark-MP95,95
96,96,MP,MP96,448556.7,206879.4,109,3,08/02/2011,Mark,2,,3,,8-Mark-MP96,96
97,97,MP,MP97,448564.7,206900.4,81,1,08/02/2011,Mark,2,,4.1,,8-Mark-MP97,97
98,98,MP,MP98,448582.0,206908.0,109,5,08/02/2011,Mark,2,,3,,8-Mark-MP98,98
99,99,MP,MP99,448514.7,206977.4,144,1,08/02/2011,Mark,2,,3.9,,8-Mark-MP99,99
100,100,MP,MP100,448507.7,206986.4,50,1,08/02/2011,Mark,2,,3.4,,8-Mark-MP100,100
101,101,MP,MP101,448496.7,206986.4,86,3,08/02/2011,Mark,2,,3.6,,8-Mark-MP101,101
102,102,MP,MP102,448475.7,207007.4,81,1,08/02/2011,Mark,2,,3.6,,8-Mark-MP102,102
103,103,MP,MP103,448467.7,207021.4,102,1,08/02/2011,Mark,2,MP67,2.7,,8-Mark-MP103,103
104,104,MP,MP104,448457.7,207006.4,88,1,08/02/2011,Mark,2,,3.4,,8-Mark-MP104,104
105,105,MP,MP105,448470.7,206984.4,69,3,08/02/2011,Mark,2,,3.7,,8-Mark-MP105,105
106,106,MP,MP106,448440.7,206983.4,93,1,08/02/2011,Mark,2,,3.9,,8-Mark-MP106,106
107,107,MP,MP107,448421.7,207045.4,158,3,08/02/2011,Mark,2,MP78,2.3,,8-Mark-MP107,107
108,108,MP,MP108,448431.7,207069.4,50,1,08/02/2011,Mark,2,,3,,8-Mark-MP108,108
109,109,MP,MP109,448415.7,207072.4,60,1,08/02/2011,Mark,2,,3.5,,8-Mark-MP109,109
110,110,MP,MP110,448409.7,207064.4,48,1,08/02/2011,Mark,2,,3.3,,8-Mark-MP110,110
111,111,MP,MP111,448403.7,207063.4,53,1,08/02/2011,Mark,2,,3.6,,8-Mark-MP111,111
112,112,MP,MP112,448398.7,207078.4,48,1,08/02/2011,Mark,2,,4,,8-Mark-MP112,112
113,113,MP,MP113,448364.0,207172.0,81,5,08/02/2011,Mark,2,,3.7,,8-Mark-MP113,113
114,114,MP,MP114,448358.7,207141.4,121,1,08/02/2011,Mark,2,,2.6,,8-Mark-MP114,114
115,115,MP,MP115,448360.7,207118.4,122,3,08/02/2011,Mark,2,,3.4,,8-Mark-MP115,115
116,116,MP,MP116,448365.7,207070.4,107,1,08/02/2011,Mark,2,,3.6,,8-Mark-MP116,116
117,117,MP,MP117,448349.7,207072.4,145,1,08/02/2011,Mark,2,,3.4,,8-Mark-MP117,117
118,118,MP,MP118,448344.7,207080.4,120,1,08/02/2011,Mark,2,,3.1,,8-Mark-MP118,118
119,119,MP,MP119,448353.7,207045.4,104,1,08/02/2011,Mark,2,,2.3,,8-Mark-MP119,119
120,120,MP,MP120,448342.7,207041.4,120,1,08/02/2011,Mark,2,,2.4,,8-Mark-MP120,120
121,121,MP,MP121,448346.7,207025.4,148,1,08/02/2011,Mark,2,,2.9,,8-Mark-MP121,121
122,122,MP,MP122,448411.7,207171.4,89,1,08/02/2011,Mark,2,,3.2,,8-Mark-MP122,122
123,123,MP,MP123,448427.7,207169.4,75,3,08/02/2011,Mark,2,,4.5,,8-Mark-MP123,123
124,124,MP,MP124,448428.7,207181.4,64,1,08/02/2011,Mark,2,,4,,8-Mark-MP124,124
125,125,MP,MP125,448438.7,207177.4,68,3,08/02/2011,Mark,2,,3.6,,8-Mark-MP125,125
126,126,MP,MP126,448413.0,207168.0,56,5,08/02/2011,Mark,2,,3.8,,8-Mark-MP126,126
127,127,MP,MP127,448467.7,207161.4,57,1,08/02/2011,Mark,2,,4.3,,8-Mark-MP127,127
128,128,MP,MP128,448469.7,207170.4,91,1,08/02/2011,Mark,2,,2.8,,8-Mark-MP128,128
129,129,MP,MP129,448471.0,207191.0,88,5,08/02/2011,Mark,2,MP46,3.8,,8-Mark-MP129,129
130,130,MP,MP130,448435.7,207109.4,89,1,08/02/2011,Mark,2,,3,,8-Mark-MP130,130
131,131,MP,MP131,448452.7,207117.4,72,1,08/02/2011,Mark,2,MP50,4,,8-Mark-MP131,131
132,132,MP,MP132,448468.7,207137.4,64,1,08/02/2011,Mark,2,,4.9,,8-Mark-MP132,132
133,133,MP,MP133,448472.7,207123.4,87,1,08/02/2011,Mark,2,,4.4,,8-Mark-MP133,133
134,134,MP,MP134,448460.0,207131.0,54,5,08/02/2011,Mark,2,,4,,8-Mark-MP134,134
135,135,MP,MP135,448464.7,207114.4,98,1,08/02/2011,Mark,2,,4.9,,8-Mark-MP135,135
136,136,MP,MP136,448467.7,207103.4,84,1,08/02/2011,Mark,2,,3.2,,8-Mark-MP136,136
137,137,MP,MP137,448486.0,207134.0,61,5,08/02/2011,Mark,2,,2.8,,8-Mark-MP137,137
138,138,MP,MP138,448485.7,207130.4,77,3,08/02/2011,Mark,2,MP49,3.3,,8-Mark-MP138,138
139,139,MP,MP139,448497.0,207121.0,60,5,08/02/2011,Mark,2,,3.5,,8-Mark-MP139,139
140,140,MP,MP140,448493.7,207105.4,96,1,08/02/2011,Mark,2,,3.4,,8-Mark-MP140,140
141,141,MP,MP141,448494.7,207088.4,77,3,08/02/2011,Mark,2,,3.3,,8-Mark-MP141,141
142,142,MP,MP142,448467.7,207098.4,54,3,08/02/2011,Mark,2,,4.3,,8-Mark-MP142,142
143,143,MP,MP143,448470.7,207059.4,49,1,08/02/2011,Mark,2,,3.1,,8-Mark-MP143,143
144,144,MP,MP144,448504.7,207079.4,73,3,08/02/2011,Mark,2,,3.6,,8-Mark-MP144,144
145,145,MP,MP145,448513.7,207086.4,71,3,08/02/2011,Mark,2,MP57,3.1,,8-Mark-MP145,145
146,146,MP,MP146,448521.7,207090.4,89,1,08/02/2011,Mark,2,,3.6,,8-Mark-MP146,146
147,147,MP,MP147,448530.7,207082.4,33,1,08/02/2011,Mark,2,,4,,8-Mark-MP147,147
148,148,MP,MP148,448525.7,207084.4,37,1,08/02/2011,Mark,2,,4.7,,8-Mark-MP148,148
149,149,MP,MP149,448528.7,207084.4,64,1,08/02/2011,Mark,2,,3.6,,8-Mark-MP149,149
150,150,MP,MP150,448501.7,207051.4,81,3,08/02/2011,Mark,2,,3.4,,8-Mark-MP150,150
151,151,MP,MP151,448518.7,207072.4,36,1,08/02/2011,Mark,2,,3.5,,8-Mark-MP151,151
152,152,MP,MP152,448520.7,207068.4,56,1,08/02/2011,Mark,2,,4.4,,8-Mark-MP152,152
153,153,MP,MP153,448527.0,207062.0,75,5,08/02/2011,Mark,2,,3.6,,8-Mark-MP153,153
154,154,MP,MP154,448535.7,207050.4,38,1,08/02/2011,Mark,2,,4,,8-Mark-MP154,154
155,155,MP,MP155,448521.7,207032.4,120,1,08/02/2011,Mark,2,,5.1,,8-Mark-MP155,155
156,156,MP,MP156,448541.7,207050.4,38,3,08/02/2011,Mark,2,,3.9,,8-Mark-MP156,156
157,157,MP,MP157,448539.7,207027.4,75,3,08/02/2011,Mark,2,,3.5,,8-Mark-MP157,157
158,158,MP,MP158,448534.7,207018.4,30,1,08/02/2011,Mark,2,,3.6,,8-Mark-MP158,158
159,159,MP,MP159,448535.7,207019.4,32,1,08/02/2011,Mark,2,,3.3,,8-Mark-MP159,159
160,160,MP,MP160,448536.7,207004.4,43,1,08/02/2011,Mark,2,,3.2,,8-Mark-MP160,160
161,161,MP,MP161,448539.7,207004.4,78,3,08/02/2011,Mark,2,MP62,3.4,,8-Mark-MP161,161
162,162,MP,MP162,448552.7,206971.4,77,3,08/02/2011,Mark,2,,3.7,,8-Mark-MP162,162
163,163,MP,MP163,448560.7,206982.4,77,3,08/02/2011,Mark,2,,4.1,,8-Mark-MP163,163
164,164,MP,MP164,448558.7,206972.4,46,1,08/02/2011,Mark,2,,4,,8-Mark-MP164,164
165,165,MP,MP165,448582.7,206941.4,60,1,08/02/2011,Mark,2,,4,,8-Mark-MP165,165
166,166,MP,MP166,448590.7,206978.4,86,3,08/02/2011,Mark,2,,2.8,,8-Mark-MP166,166
167,167,MP,MP167,448572.7,206976.4,38,1,08/02/2011,Mark,2,,3.3,,8-Mark-MP167,167
168,168,MP,MP168,448587.7,207004.4,52,1,08/02/2011,Mark,2,,3.2,,8-Mark-MP168,168
169,169,MP,MP169,448592.7,207011.4,66,3,08/02/2011,Mark,2,MP61,3.4,,8-Mark-MP169,169
170,170,MP,MP170,448576.7,207011.4,75,3,08/02/2011,Mark,2,,3.2,,8-Mark-MP170,170
171,171,MP,MP171,448558.7,207011.4,40,1,08/02/2011,Mark,2,,3.2,,8-Mark-MP171,171
172,172,MP,MP172,448594.7,207027.4,55,1,08/02/2011,Mark,2,,3.2,,8-Mark-MP172,172
173,173,MP,MP173,448585.7,207034.4,36,3,08/02/2011,Mark,2,,3.1,,8-Mark-MP173,173
174,174,MP,MP174,448580.7,207028.4,46,1,08/02/2011,Mark,2,,3.7,,8-Mark-MP174,174
175,175,MP,MP175,448610.7,207035.4,37,1,08/02/2011,Mark,2,,3.1,,8-Mark-MP175,175
176,176,MP,MP176,448596.7,207046.4,63,1,08/02/2011,Mark,2,MP60,3.3,,8-Mark-MP176,176
177,177,MP,MP177,448583.7,207038.4,41,1,08/02/2011,Mark,2,,3,,8-Mark-MP177,177
178,178,MP,MP178,448577.7,207044.4,64,3,08/02/2011,Mark,2,,2.9,,8-Mark-MP178,178
179,179,MP,MP179,448561.7,207032.4,37,1,08/02/2011,Mark,2,,3,,8-Mark-MP179,179
180,180,MP,MP180,448553.7,207036.4,36,1,08/02/2011,Mark,2,,3,,8-Mark-MP180,180
181,181,MP,MP181,448549.7,207049.4,78,3,08/02/2011,Mark,2,,3.2,,8-Mark-MP181,181
182,182,MP,MP182,448593.7,207059.4,76,3,08/02/2011,Mark,2,,3.1,,8-Mark-MP182,182
183,183,MP,MP183,448570.7,207065.4,78,3,08/02/2011,Mark,2,,3.3,,8-Mark-MP183,183
184,184,MP,MP184,448556.7,207060.4,62,3,08/02/2011,Mark,2,,3.6,,8-Mark-MP184,184
185,185,MP,MP185,448547.0,207071.0,60,5,08/02/2011,Mark,2,,3.5,,8-Mark-MP185,185
186,186,MP,MP186,448542.7,207057.4,32,1,08/02/2011,Mark,2,,3.2,,8-Mark-MP186,186
187,187,MP,MP187,448542.7,207055.4,30,1,08/02/2011,Mark,2,,3.1,,8-Mark-MP187,187
188,188,MP,MP188,448536.7,207065.4,68,3,08/02/2011,Mark,2,,2.9,,8-Mark-MP188,188
189,189,MP,MP189,448589.7,207078.4,46,1,08/02/2011,Mark,2,,2.9,,8-Mark-MP189,189
190,190,MP,MP190,448588.7,207081.4,40,1,08/02/2011,Mark,2,,3,,8-Mark-MP190,190
191,191,MP,MP191,448597.7,207089.4,70,3,08/02/2011,Mark,2,,3,,8-Mark-MP191,191
192,192,MP,MP192,448596.7,207112.4,39,1,08/02/2011,Mark,2,,3,,8-Mark-MP192,192
193,193,MP,MP193,448589.7,207107.4,47,1,08/02/2011,Mark,2,,3.1,,8-Mark-MP193,193
194,194,MP,MP194,448595.7,207116.4,37,3,08/02/2011,Mark,2,,3.3,,8-Mark-MP194,194
195,195,MP,MP195,448597.7,207117.4,35,3,08/02/2011,Mark,2,,3.5,,8-Mark-MP195,195
196,196,MP,MP196,448593.7,207123.4,56,1,08/02/2011,Mark,2,,2.9,,8-Mark-MP196,196
197,197,MP,MP197,448586.7,207118.4,69,1,08/02/2011,Mark,2,,2.9,,8-Mark-MP197,197
198,198,MP,MP198,448581.7,207117.4,63,1,08/02/2011,Mark,2,,2.9,,8-Mark-MP198,198
199,199,MP,MP199,448586.7,207115.4,31,1,08/02/2011,Mark,2,,3.2,,8-Mark-MP199,199
200,200,MP,MP200,448578.7,207106.4,59,3,08/02/2011,Mark,2,,3,,8-Mark-MP200,200
201,201,MP,MP201,448572.7,207098.4,44,1,08/02/2011,Mark,2,,2.9,,8-Mark-MP201,201
202,202,MP,MP202,448578.7,207076.4,42,1,08/02/2011,Mark,2,,2.9,,8-Mark-MP202,202
203,203,MP,MP203,448579.7,207076.4,47,1,08/02/2011,Mark,2,,3.2,,8-Mark-MP203,203
204,204,MP,MP204,448533.7,207074.4,48,1,08/02/2011,Mark,2,,3.1,,8-Mark-MP204,204
205,205,MP,MP205,448533.7,207075.4,34,1,08/02/2011,Mark,2,,3,,8-Mark-MP205,205
206,206,MP,MP206,448530.7,207079.4,31,1,08/02/2011,Mark,2,,3.3,,8-Mark-MP206,206
207,207,MP,MP207,448534.7,207084.4,41,1,08/02/2011,Mark,2,,3.2,,8-Mark-MP207,207
208,208,MP,MP208,448538.7,207093.4,34,1,08/02/2011,Mark,2,,3.4,,8-Mark-MP208,208
209,209,MP,MP209,448546.7,207082.4,100,1,08/02/2011,Mark,2,,2.9,,8-Mark-MP209,209
210,210,MP,MP210,448551.7,207092.4,78,3,08/02/2011,Mark,2,,3.4,,8-Mark-MP210,210
211,211,MP,MP211,448561.7,207094.4,71,1,08/02/2011,Mark,2,,2.9,,8-Mark-MP211,211
212,212,MP,MP212,448568.7,207089.4,48,1,08/02/2011,Mark,2,,3.1,,8-Mark-MP212,212
213,213,MP,MP213,448562.7,207090.4,35,1,08/02/2011,Mark,2,,3.4,,8-Mark-MP213,213
214,214,MP,MP214,448563.7,207094.4,49,1,08/02/2011,Mark,2,,2.9,,8-Mark-MP214,214
215,215,MP,MP215,448563.7,207100.4,46,1,08/02/2011,Mark,2,,3.2,,8-Mark-MP215,215
216,216,MP,MP216,448566.7,207100.4,40,1,08/02/2011,Mark,2,,3.5,,8-Mark-MP216,216
217,217,MP,MP217,448566.7,207105.4,32,1,08/02/2011,Mark,2,,3.6,,8-Mark-MP217,217
218,218,MP,MP219,448523.7,207098.4,37,1,08/02/2011,Mark,2,,4,,8-Mark-MP219,218
219,219,MP,MP220,448506.7,207101.4,89,3,08/02/2011,Mark,2,,2.8,yes,8-Mark-MP220,219
220,220,MP,MP221,448518.7,207110.4,98,1,08/02/2011,Mark,2,MP53,2.9,,8-Mark-MP221,220
221,221,MP,MP222,448505.7,207116.4,93,1,08/02/2011,Mark,2,,3.6,,8-Mark-MP222,221
222,222,MP,MP223,448493.7,207140.4,68,1,08/02/2011,Mark,2,,3.4,,8-Mark-MP223,222
223,223,MP,MP224,448505.7,207143.4,88,1,08/02/2011,Mark,2,,3.2,,8-Mark-MP224,223
224,224,MP,MP225,448494.7,207171.4,94,1,08/02/2011,Mark,2,,2.9,,8-Mark-MP225,224
225,225,MP,MP226,448474.7,207173.4,74,3,08/02/2011,Mark,2,,3,,8-Mark-MP226,225
226,226,MP,MP227,448481.7,207182.4,76,3,08/02/2011,Mark,2,,3.5,,8-Mark-MP227,226
227,227,MP,MP228,448453.7,207193.4,63,3,08/02/2011,Mark,2,,2.8,,8-Mark-MP228,227
228,228,MP,MP229,448483.7,207204.4,89,3,08/02/2011,Mark,2,,3.2,,8-Mark-MP229,228
229,229,MP,MP230,448581.7,207156.4,69,1,08/02/2011,Mark,2,,3.8,,8-Mark-MP230,229
230,230,MP,MP231,448559.7,207158.4,64,1,08/02/2011,Mark,2,,2.9,,8-Mark-MP231,230
231,231,MP,MP232,448551.7,207159.4,69,1,08/02/2011,Mark,2,,3.2,,8-Mark-MP232,231
232,232,MP,MP233,448543.0,207167.0,80,5,08/02/2011,Mark,2,,2.9,,8-Mark-MP233,232
233,233,MP,MP234,448514.7,207190.4,89,1,08/02/2011,Mark,2,,3.4,,8-Mark-MP234,233
234,234,MP,MP235,448543.7,207217.4,68,3,08/02/2011,Mark,2,,3.8,,8-Mark-MP235,234
235,235,MP,MP236,448522.7,207216.4,72,1,08/02/2011,Mark,2,,3.2,,8-Mark-MP236,235
236,236,MP,MP237,448527.7,207224.4,102,1,08/02/2011,Mark,2,,3.6,,8-Mark-MP237,236
237,237,MP,MP238,448525.7,207235.4,67,3,08/02/2011,Mark,2,,3.6,,8-Mark-MP238,237
238,238,MP,MP239,448503.0,207245.0,100,5,08/02/2011,Mark,2,,3.6,,8-Mark-MP239,238
239,239,MP,MP240,448359.3,207181.4,123,1,09/02/2011,Christine,1,,4.4,,9-Christine-MP240,239
240,240,MP,MP241,448356.3,207188.4,76,2,09/02/2011,Christine,1,,4.9,,9-Christine-MP241,240
241,241,MP,MP242,448348.3,207214.4,93,4,09/02/2011,Christine,1,,5.5,,9-Christine-MP242,241
242,242,MP,MP243,448354.3,207233.4,70,2,09/02/2011,Christine,1,,5.4,,9-Christine-MP243,242
243,243,MP,MP244,448364.3,207231.4,77,2,09/02/2011,Christine,1,,5.6,,9-Christine-MP244,243
244,244,MP,MP245,448347.3,207226.4,72,1,09/02/2011,Christine,1,,5.6,,9-Christine-MP245,244
245,245,MP,MP246,448345.3,207235.4,71,4,09/02/2011,Christine,1,,5,,9-Christine-MP246,245
246,246,MP,MP247,448353.3,207241.4,66,2,09/02/2011,Christine,1,,5.9,,9-Christine-MP247,246
247,247,MP,MP248,448362.0,207249.0,72,5,09/02/2011,Christine,1,,5.5,,9-Christine-MP248,247
248,248,MP,MP249,448339.3,207258.4,75,1,09/02/2011,Christine,1,,4.9,,9-Christine-MP249,248
249,249,MP,MP250,448342.3,207267.4,68,2,09/02/2011,Christine,1,MP80,5.6,,9-Christine-MP250,249
