SAFE CODE,Oak,Area,Oak ID,X,Y,DBH,Health,Date,Surveyor,GPS,Nest box,Accuracy,Fungus,Unique reference ID,SAFE CODE 2
711,711,SW,SW228,446042.3,207405.4,31,1,10/02/2011,Christine,1,,5.3,,10-Christine-SW228,711
712,712,SW,SW229,446048.3,207407.4,40,2,10/02/2011,Christine,1,,5.1,,10-Christine-SW229,712
713,713,SW,SW230,446051.3,207411.4,30,2,10/02/2011,Christine,1,,5.6,,10-Christine-SW230,713
714,714,SW,SW231,446057.3,207414.4,33,2,10/02/2011,Christine,1,,6,,10-Christine-SW231,714
715,715,SW,SW232,446067.3,207405.4,34,1,10/02/2011,Christine,1,,5.1,,10-Christine-SW232,715
716,716,SW,SW233,446070.3,207401.4,40,2,10/02/2011,Christine,1,,5.7,,10-Christine-SW233,716
717,717,SW,SW234,446070.3,207409.4,35,1,10/02/2011,Christine,1,,5.9,,10-Christine-SW234,717
718,718,SW,SW235,446078.3,207413.4,43,1,10/02/2011,Christine,1,,6,,10-Christine-SW235,718
719,719,SW,SW236,446091.3,207411.4,36,2,10/02/2011,Christine,1,,6.3,,10-Christine-SW236,719
720,720,SW,SW237,446111.3,207410.4,34,2,10/02/2011,Christine,1,,6,,10-Christine-SW237,720
721,721,SW,SW238,446101.3,207416.4,38,2,10/02/2011,Christine,1,,6.1,,10-Christine-SW238,721
722,722,SW,SW239,446107.3,207416.4,38,2,10/02/2011,Christine,1,,6.1,,10-Christine-SW239,722
723,723,SW,SW240,446111.3,207423.4,35,2,10/02/2011,Christine,1,,6,,10-Christine-SW240,723
724,724,SW,SW241,446117.3,207416.4,35,2,10/02/2011,Christine,1,,6.1,,10-Christine-SW241,724
725,725,SW,SW242,446120.3,207415.4,30,2,10/02/2011,Christine,1,,5.9,,10-Christine-SW242,725
726,726,SW,SW243,446128.3,207420.4,33,2,10/02/2011,Christine,1,,6.1,,10-Christine-SW243,726
727,727,SW,SW244,446137.3,207415.4,37,2,10/02/2011,Christine,1,,5.9,,10-Christine-SW244,727
728,728,SW,SW245,446144.3,207423.4,34,2,10/02/2011,Christine,1,,6,,10-Christine-SW245,728
729,729,SW,SW246,446154.3,207422.4,46,1,10/02/2011,Christine,1,,6.2,,10-Christine-SW246,729
730,730,SW,SW247,446153.3,207432.4,33,2,10/02/2011,Christine,1,,5.8,,10-Christine-SW247,730
731,731,SW,SW248,446162.3,207438.4,34,2,10/02/2011,Christine,1,,5.9,,10-Christine-SW248,731
732,732,SW,SW249,446175.3,207429.4,37,1,10/02/2011,Christine,1,,5.8,,10-Christine-SW249,732
733,733,SW,SW250,446188.3,207432.4,34,1,10/02/2011,Christine,1,,5.9,,10-Christine-SW250,733
734,734,SW,SW251,446192.3,207437.4,32,2,10/02/2011,Christine,1,,5.7,,10-Christine-SW251,734
735,735,SW,SW252,446196.3,207437.4,44,2,10/02/2011,Christine,1,,4.8,,10-Christine-SW252,735
736,736,SW,SW253,446203.3,207439.4,44,1,10/02/2011,Christine,1,,6.1,,10-Christine-SW253,736
737,737,SW,SW254,446211.3,207443.4,59,1,10/02/2011,Christine,1,,5.9,,10-Christine-SW254,737
738,738,SW,SW255,446204.3,207446.4,45,1,10/02/2011,Christine,1,,6,,10-Christine-SW255,738
739,739,SW,SW256,446188.3,207440.4,33,1,10/02/2011,Christine,1,,4.6,,10-Christine-SW256,739
740,740,SW,SW257,446182.3,207436.4,39,1,10/02/2011,Christine,1,,5.5,,10-Christine-SW257,740
741,741,SW,SW258,446177.3,207446.4,47,1,10/02/2011,Christine,1,,4.8,,10-Christine-SW258,741
742,742,SW,SW259,446173.3,207440.4,40,2,10/02/2011,Christine,1,,5.3,,10-Christine-SW259,742
743,743,SW,SW260,446164.3,207439.4,31,2,10/02/2011,Christine,1,,4.8,,10-Christine-SW260,743
744,744,SW,SW261,446156.3,207439.4,38,2,10/02/2011,Christine,1,,5.8,,10-Christine-SW261,744
745,745,SW,SW262,446154.3,207440.4,34,1,10/02/2011,Christine,1,,5.2,,10-Christine-SW262,745
746,746,SW,SW263,446153.3,207441.4,38,1,10/02/2011,Christine,1,,5.2,,10-Christine-SW263,746
747,747,SW,SW264,446149.3,207439.4,39,1,10/02/2011,Christine,1,,5.1,,10-Christine-SW264,747
748,748,SW,SW265,446136.3,207433.4,33,2,10/02/2011,Christine,1,,5.3,,10-Christine-SW265,748
749,749,SW,SW266,446130.3,207434.4,32,1,10/02/2011,Christine,1,,5.2,,10-Christine-SW266,749
750,750,SW,SW267,446129.3,207432.4,31,1,10/02/2011,Christine,1,,5.7,,10-Christine-SW267,750
751,751,SW,SW268,446125.3,207432.4,32,1,10/02/2011,Christine,1,,5.7,,10-Christine-SW268,751
752,752,SW,SW269,446119.3,207431.4,32,1,10/02/2011,Christine,1,,5.4,,10-Christine-SW269,752
753,753,SW,SW270,446114.3,207427.4,35,1,10/02/2011,Christine,1,,5.7,,10-Christine-SW270,753
754,754,SW,SW271,446108.3,207429.4,44,1,10/02/2011,Christine,1,,5.6,,10-Christine-SW271,754
755,755,SW,SW272,446102.3,207427.4,44,1,10/02/2011,Christine,1,,5.2,,10-Christine-SW272,755
756,756,SW,SW273,446103.3,207423.4,30,2,10/02/2011,Christine,1,,5,,10-Christine-SW273,756
757,757,SW,SW274,446098.3,207423.4,42,1,10/02/2011,Christine,1,,5.9,,10-Christine-SW274,757
758,758,SW,SW275,446080.3,207418.4,43,1,10/02/2011,Christine,1,,6.8,,10-Christine-SW275,758
759,759,SW,SW276,446078.0,207429.0,37,5,10/02/2011,Christine,1,,5.6,,10-Christine-SW276,759
760,760,SW,SW277,446072.3,207417.4,43,1,10/02/2011,Christine,1,,5.4,,10-Christine-SW277,760
761,761,SW,SW278,446067.3,207419.4,30,2,10/02/2011,Christine,1,,4.4,,10-Christine-SW278,761
762,762,SW,SW279,446058.3,207417.4,38,2,10/02/2011,Christine,1,,4.9,,10-Christine-SW279,762
763,763,SW,SW280,446053.3,207414.4,43,2,10/02/2011,Christine,1,,5.5,,10-Christine-SW280,763
764,764,SW,SW281,446050.3,207415.4,45,1,10/02/2011,Christine,1,,5.3,,10-Christine-SW281,764
765,765,SW,SW282,446040.3,207408.4,53,1,10/02/2011,Christine,1,,4.9,,10-Christine-SW282,765
766,766,SW,SW283,446034.3,207410.4,46,1,10/02/2011,Christine,1,,5.7,,10-Christine-SW283,766
767,767,SW,SW284,446185.7,207932.4,73,1,10/02/2011,Mark,2,,<4,,10-Mark-SW1,767
768,768,SW,SW285,446204.7,207920.4,65,2,10/02/2011,Mark,2,,<4,,10-Mark-SW2,768
769,769,SW,SW286,446203.7,207920.4,52,1,10/02/2011,Mark,2,,<4,,10-Mark-SW3,769
770,770,SW,SW287,446203.7,207915.4,39,1,10/02/2011,Mark,2,,<4,,10-Mark-SW4,770
771,771,SW,SW288,446197.7,207911.4,62,1,10/02/2011,Mark,2,SW1,<4,,10-Mark-SW5,771
772,772,SW,SW289,446211.0,207918.0,39,5,10/02/2011,Mark,2,,<4,,10-Mark-SW6,772
773,773,SW,SW290,446215.7,207911.4,42,3,10/02/2011,Mark,2,,<4,,10-Mark-SW7,773
774,774,SW,SW291,446224.7,207901.4,30,1,10/02/2011,Mark,2,,<4,,10-Mark-SW8,774
775,775,SW,SW292,446228.7,207900.4,31,1,10/02/2011,Mark,2,,<4,,10-Mark-SW9,775
776,776,SW,SW293,446222.7,207892.4,62,1,10/02/2011,Mark,2,,<4,,10-Mark-SW10,776
777,777,SW,SW294,446230.7,207886.4,54,1,10/02/2011,Mark,2,,<4,,10-Mark-SW11,777
778,778,SW,SW295,446242.7,207892.4,61,1,10/02/2011,Mark,2,,<4,,10-Mark-SW12,778
779,779,SW,SW296,446243.7,207880.4,79,1,10/02/2011,Mark,2,SW3,<4,,10-Mark-SW13,779
780,780,SW,SW297,446282.7,207880.4,118,2,10/02/2011,Mark,2,,<4,,10-Mark-SW14,780
781,781,SW,SW298,446293.0,207868.0,59,5,10/02/2011,Mark,2,,<4,,10-Mark-SW15,781
782,782,SW,SW299,446285.0,207848.0,71,5,10/02/2011,Mark,2,,<4,,10-Mark-SW16,782
783,783,SW,SW300,446285.7,207821.4,75,4,10/02/2011,Mark,2,,<4,,10-Mark-SW17,783
784,784,SW,SW301,446292.7,207807.4,59,2,10/02/2011,Mark,2,,<4,,10-Mark-SW18,784
785,785,SW,SW302,446324.7,207874.4,60,1,10/02/2011,Mark,2,,<4,,10-Mark-SW19,785
786,786,SW,SW303,446331.7,207865.4,73,1,10/02/2011,Mark,2,,<4,,10-Mark-SW20,786
787,787,SW,SW304,446317.7,207826.4,62,3,10/02/2011,Mark,2,,<4,,10-Mark-SW21,787
788,788,SW,SW305,446341.0,207772.0,83,5,10/02/2011,Mark,2,,<4,,10-Mark-SW22,788
789,789,SW,SW306,446419.7,207750.4,120,1,10/02/2011,Mark,2,,<4,,10-Mark-SW23,789
790,790,SW,SW307,446435.7,207777.4,143,3,10/02/2011,Mark,2,,<4,,10-Mark-SW24,790
791,791,SW,SW308,446413.7,207652.4,94,4,10/02/2011,Mark,2,,<4,,10-Mark-SW25,791
792,792,SW,SW309,446358.7,207675.4,81,1,10/02/2011,Mark,2,,<4,,10-Mark-SW26,792
793,793,SW,SW310,446462.7,207595.4,75,1,10/02/2011,Mark,2,SW22,<4,,10-Mark-SW27,793
794,794,SW,SW311,446660.7,207535.4,71,2,10/02/2011,Mark,2,,<4,,10-Mark-SW28,794
795,795,SW,SW312,446664.7,207534.4,62,3,10/02/2011,Mark,2,SW44,<4,,10-Mark-SW29,795
796,796,SW,SW313,446675.7,207531.4,87,2,10/02/2011,Mark,2,,<4,,10-Mark-SW30,796
797,797,SW,SW314,446680.7,207553.4,92,1,10/02/2011,Mark,2,,<4,,10-Mark-SW31,797
798,798,SW,SW315,446385.7,207367.4,69,2,10/02/2011,Mark,2,SW35,<4,,10-Mark-SW32,798
799,799,SW,SW316,446374.7,207364.4,55,3,10/02/2011,Mark,2,,<4,,10-Mark-SW33,799
800,800,SW,SW317,446496.7,207503.4,82,3,10/02/2011,Mark,2,,<4,,10-Mark-SW34,800
801,801,SW,SW318,446494.7,207514.4,52,1,10/02/2011,Mark,2,,<4,,10-Mark-SW35,801
802,802,SW,SW319,446455.7,207560.4,65,1,10/02/2011,Mark,2,,<4,,10-Mark-SW36,802
803,803,SW,SW320,446439.7,207555.4,53,1,10/02/2011,Mark,2,SW26,<4,,10-Mark-SW37,803
804,804,SW,SW321,446436.7,207567.4,133,1,10/02/2011,Mark,2,,<4,,10-Mark-SW38,804
805,805,SW,SW322,446423.7,207565.4,70,2,10/02/2011,Mark,2,,<4,,10-Mark-SW39,805
806,806,SW,SW323,446401.7,207568.4,81,1,10/02/2011,Mark,2,,<4,,10-Mark-SW40,806
807,807,SW,SW324,446395.7,207575.4,56,2,10/02/2011,Mark,2,,<4,,10-Mark-SW41,807
808,808,SW,SW325,446405.7,207583.4,75,1,10/02/2011,Mark,2,SW20,<4,,10-Mark-SW42,808
809,809,SW,SW326,446365.7,207612.4,47,1,10/02/2011,Mark,2,,<4,,10-Mark-SW43,809
810,810,SW,SW327,446368.7,207560.4,69,1,10/02/2011,Mark,2,,<4,,10-Mark-SW44,810
811,811,SW,SW328,446365.7,207560.4,80,2,10/02/2011,Mark,2,SW19,<4,,10-Mark-SW45,811
812,812,SW,SW329,446349.7,207601.4,65,2,10/02/2011,Mark,2,,<4,,10-Mark-SW46,812
813,813,SW,SW330,446346.0,207594.0,65,5,10/02/2011,Mark,2,,<4,,10-Mark-SW47,813
814,814,SW,SW331,446346.7,207590.4,100,1,10/02/2011,Mark,2,,<4,,10-Mark-SW48,814
815,815,SW,SW332,446337.7,207592.4,76,1,10/02/2011,Mark,2,,<4,,10-Mark-SW49,815
816,816,SW,SW333,446333.7,207607.4,54,2,10/02/2011,Mark,2,,<4,,10-Mark-SW50,816
817,817,SW,SW334,446341.7,207611.4,61,1,10/02/2011,Mark,2,,<4,,10-Mark-SW51,817
818,818,SW,SW335,446347.7,207606.4,51,2,10/02/2011,Mark,2,,<4,,10-Mark-SW52,818
819,819,SW,SW336,446323.7,207646.4,56,2,10/02/2011,Mark,2,,<4,,10-Mark-SW53,819
820,820,SW,SW337,446319.7,207640.4,101,1,10/02/2011,Mark,2,SW11,<4,,10-Mark-SW54,820
821,821,SW,SW338,446331.7,207647.4,78,1,10/02/2011,Mark,2,,<4,,10-Mark-SW55,821
822,822,SW,SW339,446329.7,207660.4,56,1,10/02/2011,Mark,2,,<4,,10-Mark-SW56,822
823,823,SW,SW340,446315.7,207676.4,58,3,10/02/2011,Mark,2,,<4,,10-Mark-SW57,823
824,824,SW,SW341,446321.7,207684.4,65,3,10/02/2011,Mark,2,SW10,<4,,10-Mark-SW58,824
825,825,SW,SW342,446323.7,207680.4,50,4,10/02/2011,Mark,2,,<4,,10-Mark-SW59,825
826,826,SW,SW343,446316.7,207713.4,68,2,10/02/2011,Mark,2,,<4,,10-Mark-SW60,826
827,827,SW,SW344,446306.7,207745.4,97,2,10/02/2011,Mark,2,,<4,,10-Mark-SW61,827
828,828,SW,SW345,446288.7,207690.4,35,1,10/02/2011,Mark,2,,<4,,10-Mark-SW62,828
829,829,SW,SW346,446314.7,207595.4,56,2,10/02/2011,Mark,2,,<4,,10-Mark-SW63,829
830,830,SW,SW347,446322.7,207591.4,69,1,10/02/2011,Mark,2,,<4,,10-Mark-SW64,830
831,831,SW,SW348,446314.7,207594.4,61,1,10/02/2011,Mark,2,,<4,,10-Mark-SW65,831
832,832,SW,SW349,446312.7,207585.4,66,1,10/02/2011,Mark,2,,<4,,10-Mark-SW66,832
833,833,SW,SW350,446293.7,207577.4,60,1,10/02/2011,Mark,2,SW13,<4,,10-Mark-SW67,833
834,834,SW,SW351,446282.7,207553.4,53,3,10/02/2011,Mark,2,,<4,,10-Mark-SW68,834
835,835,SW,SW352,446316.7,207558.4,66,1,10/02/2011,Mark,2,,<4,,10-Mark-SW69,835
836,836,SW,SW353,446319.7,207559.4,58,2,10/02/2011,Mark,2,,<4,,10-Mark-SW70,836
837,837,SW,SW354,446341.7,207566.4,53,3,10/02/2011,Mark,2,,<4,,10-Mark-SW71,837
838,838,SW,SW355,446342.7,207560.4,57,2,10/02/2011,Mark,2,,<4,,10-Mark-SW72,838
839,839,SW,SW356,446328.7,207555.4,48,3,10/02/2011,Mark,2,,<4,,10-Mark-SW73,839
840,840,SW,SW357,446292.7,207368.4,37,1,10/02/2011,Mark,2,,<4,,10-Mark-SW74,840
841,841,SW,SW358,446293.7,207358.4,38,1,10/02/2011,Mark,2,,<4,,10-Mark-SW75,841
842,842,SW,SW359,446314.7,207300.4,30,1,10/02/2011,Mark,2,,<4,,10-Mark-SW76,842
843,843,SW,SW360,446276.7,207308.4,35,1,10/02/2011,Mark,2,,<4,,10-Mark-SW77,843
844,844,SW,SW361,446272.7,207317.4,30,4,10/02/2011,Mark,2,,<4,,10-Mark-SW78,844
845,845,SW,SW362,446288.7,207336.4,40,1,10/02/2011,Mark,2,,<4,,10-Mark-SW79,845
846,846,SW,SW363,446280.7,207344.4,35,1,10/02/2011,Mark,2,,<4,,10-Mark-SW80,846
847,847,SW,SW364,446286.7,207361.4,62,1,10/02/2011,Mark,2,,<4,,10-Mark-SW81,847
848,848,SW,SW365,446257.7,207441.4,41,1,10/02/2011,Mark,2,,<4,,10-Mark-SW82,848
849,849,SW,SW366,446259.7,207443.4,56,1,10/02/2011,Mark,2,,<4,,10-Mark-SW83,849
850,850,SW,SW367,446238.7,207487.4,104,2,10/02/2011,Mark,2,,<4,,10-Mark-SW84,850
851,851,SW,SW368,446231.7,207500.4,89,3,10/02/2011,Mark,2,SW15,<4,,10-Mark-SW85,851
852,852,SW,SW369,446229.7,207507.4,66,2,10/02/2011,Mark,2,,<4,,10-Mark-SW86,852
853,853,SW,SW370,446238.7,207523.4,91,2,10/02/2011,Mark,2,,<4,,10-Mark-SW87,853
854,854,SW,SW371,446238.7,207534.4,74,2,10/02/2011,Mark,2,,<4,,10-Mark-SW88,854
855,855,SW,SW372,446252.7,207478.4,69,3,10/02/2011,Mark,2,SW16,<4,,10-Mark-SW89,855
856,856,SW,SW373,446268.7,207486.4,43,4,10/02/2011,Mark,2,,<4,,10-Mark-SW90,856
857,857,SW,SW374,446254.7,207508.4,86,2,10/02/2011,Mark,2,,<4,,10-Mark-SW91,857
858,858,SW,SW375,446262.0,207531.0,71,5,10/02/2011,Mark,2,,<4,,10-Mark-SW92,858
859,859,SW,SW376,446265.0,207536.0,68,5,10/02/2011,Mark,2,SW14,<4,,10-Mark-SW93,859
860,860,SW,SW377,446269.7,207573.4,85,4,10/02/2011,Mark,2,SW133,<4,,10-Mark-SW94,860
861,861,SW,SW378,446237.7,207391.4,66,1,10/02/2011,Mark,2,,<4,,10-Mark-SW95,861
862,862,SW,SW379,446265.7,207303.4,70,1,10/02/2011,Mark,2,,<4,,10-Mark-SW96,862
863,863,SW,SW380,446109.7,207156.4,31,1,10/02/2011,Mark,2,,<4,,10-Mark-SW97,863
864,864,SW,SW381,446132.7,207149.4,31,3,10/02/2011,Mark,2,,<4,,10-Mark-SW98,864
865,865,SW,SW382,446136.7,207154.4,55,4,10/02/2011,Mark,2,,<4,,10-Mark-SW99,865
866,866,SW,SW383,446149.0,207161.0,39,5,10/02/2011,Mark,2,,<4,,10-Mark-SW100,866
867,867,SW,SW384,446144.7,207144.4,36,2,10/02/2011,Mark,2,,<4,,10-Mark-SW101,867
868,868,SW,SW385,446148.7,207136.4,64,2,10/02/2011,Mark,2,,<4,,10-Mark-SW102,868
869,869,SW,SW386,446154.7,207129.4,33,1,10/02/2011,Mark,2,,<4,,10-Mark-SW103,869
870,870,SW,SW387,446164.7,207154.4,52,4,10/02/2011,Mark,2,,<4,,10-Mark-SW104,870
871,871,SW,SW388,446167.7,207153.4,32,2,10/02/2011,Mark,2,,<4,,10-Mark-SW105,871
872,872,SW,SW389,446166.7,207150.4,31,1,10/02/2011,Mark,2,,<4,,10-Mark-SW106,872
873,873,SW,SW390,446169.7,207145.4,41,1,10/02/2011,Mark,2,,<4,,10-Mark-SW107,873
874,874,SW,SW391,446174.7,207140.4,31,1,10/02/2011,Mark,2,,<4,,10-Mark-SW108,874
875,875,SW,SW392,446184.7,207145.4,36,1,10/02/2011,Mark,2,,<4,,10-Mark-SW109,875
876,876,SW,SW393,446194.7,207136.4,31,1,10/02/2011,Mark,2,,<4,,10-Mark-SW110,876
877,877,SW,SW394,446195.7,207134.4,34,1,10/02/2011,Mark,2,,<4,,10-Mark-SW111,877
878,878,SW,SW395,446205.7,207139.4,59,2,10/02/2011,Mark,2,,<4,,10-Mark-SW112,878
879,879,SW,SW396,446209.7,207164.4,31,1,10/02/2011,Mark,2,,<4,,10-Mark-SW113,879
880,880,SW,SW397,446206.7,207162.4,35,1,10/02/2011,Mark,2,,<4,,10-Mark-SW114,880
881,881,SW,SW398,446207.7,207158.4,30,2,10/02/2011,Mark,2,,<4,,10-Mark-SW115,881
882,882,SW,SW399,446209.7,207157.4,45,1,10/02/2011,Mark,2,,<4,,10-Mark-SW116,882
883,883,SW,SW400,446205.7,207166.4,37,1,10/02/2011,Mark,2,,<4,,10-Mark-SW117,883
884,884,SW,SW401,446215.7,207163.4,43,2,10/02/2011,Mark,2,,<4,,10-Mark-SW118,884
885,885,SW,SW402,446214.7,207154.4,51,1,10/02/2011,Mark,2,,<4,,10-Mark-SW119,885
886,886,SW,SW403,446224.7,207154.4,45,1,10/02/2011,Mark,2,,<4,,10-Mark-SW120,886
887,887,SW,SW404,446227.7,207156.4,45,1,10/02/2011,Mark,2,,<4,,10-Mark-SW121,887
888,888,SW,SW405,446229.7,207163.4,30,1,10/02/2011,Mark,2,,<4,,10-Mark-SW122,888
889,889,SW,SW406,446234.7,207162.4,36,1,10/02/2011,Mark,2,,<4,,10-Mark-SW123,889
890,890,SW,SW407,446247.7,207180.4,48,2,10/02/2011,Mark,2,,<4,,10-Mark-SW124,890
891,891,SW,SW408,446236.7,207263.4,35,1,10/02/2011,Mark,2,,<4,,10-Mark-SW125,891
892,892,SW,SW409,446228.7,207260.4,36,1,10/02/2011,Mark,2,,<4,,10-Mark-SW126,892
893,893,SW,SW410,446220.7,207256.4,33,4,10/02/2011,Mark,2,,<4,,10-Mark-SW127,893
894,894,SW,SW411,446221.7,207256.4,40,2,10/02/2011,Mark,2,,<4,,10-Mark-SW128,894
895,895,SW,SW412,446223.7,207260.4,41,1,10/02/2011,Mark,2,,<4,,10-Mark-SW129,895
896,896,SW,SW413,446206.7,207270.4,41,1,10/02/2011,Mark,2,,4.4,,10-Mark-SW130,896
897,897,SW,SW414,446202.7,207255.4,39,1,10/02/2011,Mark,2,,4.4,,10-Mark-SW131,897
898,898,SW,SW415,446206.7,207257.4,41,1,10/02/2011,Mark,2,,<4,,10-Mark-SW132,898
899,899,SW,SW416,446206.7,207260.4,39,1,10/02/2011,Mark,2,,<4,,10-Mark-SW133,899
900,900,SW,SW417,446192.7,207249.4,34,1,10/02/2011,Mark,2,,4.4,,10-Mark-SW134,900
901,901,SW,SW418,446193.7,207250.4,41,1,10/02/2011,Mark,2,,<4,,10-Mark-SW135,901
902,902,SW,SW419,446193.7,207251.4,36,1,10/02/2011,Mark,2,,4.1,,10-Mark-SW136,902
903,903,SW,SW420,446143.7,207237.4,38,2,10/02/2011,Mark,2,,<4,,10-Mark-SW137,903
904,904,SW,SW421,446145.7,207237.4,35,2,10/02/2011,Mark,2,,<4,,10-Mark-SW138,904
905,905,SW,SW422,446139.7,207246.4,38,1,10/02/2011,Mark,2,,<4,,10-Mark-SW139,905
906,906,SW,SW423,446139.7,207249.4,31,1,10/02/2011,Mark,2,,4.5,,10-Mark-SW140,906
907,907,SW,SW424,446132.7,207256.4,40,1,10/02/2011,Mark,2,,<4,,10-Mark-SW141,907
908,908,SW,SW425,446136.7,207230.4,40,2,10/02/2011,Mark,2,,<4,,10-Mark-SW142,908
909,909,SW,SW426,446132.7,207234.4,31,2,10/02/2011,Mark,2,,<4,,10-Mark-SW143,909
910,910,SW,SW427,446128.7,207235.4,38,1,10/02/2011,Mark,2,,4.2,,10-Mark-SW144,910
911,911,SW,SW428,446124.7,207239.4,30,2,10/02/2011,Mark,2,,<4,,10-Mark-SW145,911
912,912,SW,SW429,446115.7,207247.4,34,1,10/02/2011,Mark,2,,<4,,10-Mark-SW146,912
913,913,SW,SW430,446114.7,207247.4,30,1,10/02/2011,Mark,2,,<4,,10-Mark-SW147,913
914,914,SW,SW431,446096.7,207235.4,36,2,10/02/2011,Mark,2,,4.8,,10-Mark-SW148,914
915,915,SW,SW432,446095.7,207241.4,32,1,10/02/2011,Mark,2,,<4,,10-Mark-SW149,915
916,916,SW,SW433,446084.7,207237.4,31,1,10/02/2011,Mark,2,,<4,,10-Mark-SW150,916
917,917,SW,SW434,446082.7,207227.4,45,1,10/02/2011,Mark,2,,<4,,10-Mark-SW151,917
918,918,SW,SW435,446074.7,207219.4,39,1,10/02/2011,Mark,2,,<4,,10-Mark-SW152,918
919,919,SW,SW436,446137.7,207202.4,38,1,10/02/2011,Mark,2,,<4,,10-Mark-SW153,919
920,920,SW,SW437,446144.7,207200.4,31,1,10/02/2011,Mark,2,,<4,,10-Mark-SW154,920
921,921,SW,SW438,446144.7,207200.4,32,2,10/02/2011,Mark,2,,4.3,,10-Mark-SW155,921
922,922,SW,SW439,446144.7,207198.4,48,3,10/02/2011,Mark,2,,<4,,10-Mark-SW156,922
923,923,SW,SW440,446145.7,207185.4,32,1,10/02/2011,Mark,2,,4.7,,10-Mark-SW157,923
924,924,SW,SW441,446141.7,207180.4,56,1,10/02/2011,Mark,2,,4.5,,10-Mark-SW158,924
925,925,SW,SW442,446157.7,207172.4,36,1,10/02/2011,Mark,2,,<4,,10-Mark-SW159,925
926,926,SW,SW443,446164.7,207191.4,37,3,10/02/2011,Mark,2,,4.4,,10-Mark-SW160,926
927,927,SW,SW444,446165.7,207193.4,37,2,10/02/2011,Mark,2,,<4,,10-Mark-SW161,927
928,928,SW,SW445,446161.7,207191.4,39,3,10/02/2011,Mark,2,,4.8,,10-Mark-SW162,928
929,929,SW,SW446,446194.7,207190.4,38,2,10/02/2011,Mark,2,SW101a,<4,,10-Mark-SW163,929
930,930,SW,SW447,446200.7,207189.4,44,1,10/02/2011,Mark,2,,4.1,,10-Mark-SW164,930
931,931,SW,SW448,446199.7,207199.4,32,2,10/02/2011,Mark,2,,<4,,10-Mark-SW165,931
932,932,SW,SW449,446199.7,207186.4,54,1,10/02/2011,Mark,2,,<4,,10-Mark-SW166,932
933,933,SW,SW450,446222.7,207172.4,46,1,10/02/2011,Mark,2,,<4,,10-Mark-SW167,933
934,934,SW,SW451,446225.7,207171.4,34,1,10/02/2011,Mark,2,,<4,,10-Mark-SW168,934
935,935,SW,SW452,446227.7,207177.4,42,1,10/02/2011,Mark,2,,<4,,10-Mark-SW169,935
936,936,SW,SW453,446226.7,207187.4,40,1,10/02/2011,Mark,2,,<4,,10-Mark-SW170,936
937,937,SW,SW454,446215.7,207198.4,46,2,10/02/2011,Mark,2,,4.6,,10-Mark-SW171,937
938,938,SW,SW455,446235.7,207208.4,41,1,10/02/2011,Mark,2,,<4,,10-Mark-SW172,938
939,939,SW,SW456,446235.7,207219.4,30,1,10/02/2011,Mark,2,,<4,,10-Mark-SW173,939
940,940,SW,SW457,446231.7,207226.4,38,2,10/02/2011,Mark,2,,4.2,,10-Mark-SW174,940
941,941,SW,SW458,446234.7,207224.4,36,1,10/02/2011,Mark,2,,<4,,10-Mark-SW175,941
942,942,SW,SW459,446242.7,207228.4,47,1,10/02/2011,Mark,2,,<4,,10-Mark-SW176,942
943,943,SW,SW460,446237.7,207232.4,45,1,10/02/2011,Mark,2,,<4,,10-Mark-SW177,943
944,944,SW,SW461,446234.7,207239.4,52,2,10/02/2011,Mark,2,,<4,,10-Mark-SW178,944
945,945,SW,SW462,446224.7,207242.4,40,1,10/02/2011,Mark,2,,<4,,10-Mark-SW179,945
946,946,SW,SW463,446206.7,207234.4,31,4,10/02/2011,Mark,2,,4.1,,10-Mark-SW180,946
947,947,SW,SW464,446203.7,207218.4,49,1,10/02/2011,Mark,2,,<4,,10-Mark-SW181,947
948,948,SW,SW465,446239.7,207238.4,32,1,10/02/2011,Mark,2,,<4,,10-Mark-SW182,948
949,949,SW,SW466,446054.7,207353.4,39,3,10/02/2011,Mark,2,SW119,<4,,10-Mark-SW183,949
950,950,SW,SW467,446059.7,207364.4,40,3,10/02/2011,Mark,2,,<4,,10-Mark-SW184,950
951,951,SW,SW468,446062.7,207359.4,37,2,10/02/2011,Mark,2,,<4,,10-Mark-SW185,951
952,952,SW,SW469,446069.7,207351.4,43,1,10/02/2011,Mark,2,,<4,,10-Mark-SW186,952
953,953,SW,SW470,446078.7,207365.4,33,1,10/02/2011,Mark,2,,<4,,10-Mark-SW187,953
954,954,SW,SW471,446080.7,207368.4,37,1,10/02/2011,Mark,2,,<4,,10-Mark-SW188,954
955,955,SW,SW472,446080.7,207375.4,30,1,10/02/2011,Mark,2,,<4,,10-Mark-SW189,955
956,956,SW,SW473,446083.7,207365.4,36,1,10/02/2011,Mark,2,,<4,,10-Mark-SW190,956
957,957,SW,SW474,446094.7,207360.4,30,1,10/02/2011,Mark,2,,<4,,10-Mark-SW191,957
958,958,SW,SW475,446099.7,207365.4,55,1,10/02/2011,Mark,2,,<4,,10-Mark-SW192,958
959,959,SW,SW476,446100.7,207365.4,41,1,10/02/2011,Mark,2,,<4,,10-Mark-SW193,959
960,960,SW,SW477,446089.7,207365.4,32,1,10/02/2011,Mark,2,,<4,,10-Mark-SW194,960
961,961,SW,SW478,446099.7,207361.4,42,1,10/02/2011,Mark,2,,<4,,10-Mark-SW195,961
